"region","x","year"
"WORLD",11351648.9042791,2097
"AFR",1418300.55392172,2098
"ASIA",5631423.77731915,2098
"AUS",431575.456484907,2098
"EUR",1336110.85696566,2098
"LAM",768530.656523539,2098
"NAM",1879915.92635292,2098
"WORLD",11319654.3996767,2098
"AFR",1415019.46496769,2099
"ASIA",5614862.63699418,2099
"AUS",430077.990772579,2099
"EUR",1332480.06954253,2099
"LAM",766178.975007536,2099
"NAM",1875105.94776069,2099
"WORLD",11287659.1643411,2099
