"region","x","year"
"AUS",732616.726963282,2020
"EUR",1637136.2653333,2020
"LAM",1303084.78904312,2020
"NAM",2413984.80628671,2020
"WORLD",14167127.4112047,2020
"AFR",1475280.59124819,2021
"ASIA",6879927.91466834,2021
"AUS",740142.337246106,2021
"EUR",1642107.22064503,2021
"LAM",1307806.61020968,2021
"NAM",2428703.60342596,2021
"WORLD",14228606.1901749,2021
"AFR",1470630.54905235,2022
"ASIA",6913370.73031643,2022
"AUS",747668.014376332,2022
"EUR",1647078.15196735,2022
"LAM",1312528.35344333,2022
"NAM",2443422.58067772,2022
"WORLD",14290085.0659679,2022
"AFR",1465980.55324855,2023
"ASIA",6946813.40381654,2023
"AUS",755193.634339793,2023
"EUR",1652049.06681708,2023
"LAM",1317250.14877174,2023
"NAM",2458141.46414681,2023
"WORLD",14351563.7209869,2023
"AFR",1461330.55019333,2024
"ASIA",6980256.25491873,2024
"AUS",762719.266881083,2024
"EUR",1657020.03764785,2024
"LAM",1321971.96736325,2024
"NAM",2472860.37288507,2024
"WORLD",14413042.6862412,2024
"AFR",1456680.50168374,2025
"ASIA",7013698.83228054,2025
"AUS",770244.882985931,2025
"EUR",1661990.90077713,2025
"LAM",1326693.73533019,2025
"NAM",2487579.23028991,2025
"WORLD",14474521.2225501,2025
"AFR",1454770.57331753,2026
"ASIA",7047161.00227034,2026
"AUS",775274.635584658,2026
"EUR",1664463.1627485,2026
"LAM",1331598.24017612,2026
"NAM",2502760.7631447,2026
"WORLD",14534445.6418449,2026
"AFR",1452860.58577055,2027
"ASIA",7080623.15029199,2027
"AUS",780304.369995505,2027
"EUR",1666935.32478674,2027
"LAM",1336502.76091273,2027
"NAM",2517942.28876021,2027
"WORLD",14594369.956917,2027
"AFR",1450950.77610391,2028
"ASIA",7114085.2373308,2028
"AUS",785334.123808615,2028
"EUR",1669407.60844872,2028
"LAM",1341407.2793099,2028
"NAM",2533123.7756769,2028
"WORLD",14654294.3784821,2028
"AFR",1449040.84924399,2029
"ASIA",7147547.2928811,2029
"AUS",790363.897124391,2029
"EUR",1671879.75329376,2029
"LAM",1346311.77345274,2029
"NAM",2548305.36053904,2029
"WORLD",14714218.7260619,2029
"AFR",1447130.85851755,2030
"ASIA",7181009.35346614,2030
"AUS",795393.568512962,2030
"EUR",1674351.95870877,2030
"LAM",1351216.2661111,2030
"NAM",2563486.88597079,2030
"WORLD",14774142.9249345,2030
"AFR",1445444.49028019,2031
"ASIA",7196038.33769215,2031
"AUS",796173.544954684,2031
"EUR",1675123.30205418,2031
"LAM",1354253.77514235,2031
"NAM",2568035.2916409,2031
"WORLD",14796633.9318023,2031
"AFR",1443758.03811697,2032
"ASIA",7211067.3074249,2032
"AUS",796953.41559941,2032
"EUR",1675894.66192164,2032
"LAM",1357291.23826369,2032
"NAM",2572583.71669398,2032
"WORLD",14819124.8032688,2032
"AFR",1442071.67594404,2033
"ASIA",7226096.24088365,2033
"AUS",797733.352298191,2033
"EUR",1676665.98437776,2033
"LAM",1360328.72720593,2033
"NAM",2577132.10467751,2033
"WORLD",14841615.7063792,2033
"AFR",1440385.24708547,2034
"ASIA",7241125.23503678,2034
"AUS",798513.272363123,2034
"EUR",1677437.31556632,2034
"LAM",1363366.19988077,2034
"NAM",2581680.49241984,2034
"WORLD",14864106.5739961,2034
"AFR",1438698.81738975,2035
"ASIA",7256154.10856643,2035
"AUS",799293.197801628,2035
"EUR",1678208.66777078,2035
"LAM",1366403.66978953,2035
"NAM",2586228.94480625,2035
"WORLD",14886597.4916696,2035
"AFR",1431202.86756626,2036
"ASIA",7267466.28616739,2036
"AUS",799609.026585469,2036
"EUR",1678580.26989995,2036
"LAM",1365740.59981885,2036
"NAM",2587506.44636301,2036
"WORLD",14892552.3373444,2036
"AFR",1423706.71010598,2037
"ASIA",7278778.28464051,2037
"AUS",799924.977673982,2037
"EUR",1678951.85206216,2037
"LAM",1365077.50379894,2037
"NAM",2588783.88466987,2037
"WORLD",14898506.960422,2037
"AFR",1416210.77340922,2038
"ASIA",7290090.43628007,2038
"AUS",800240.760186563,2038
"EUR",1679323.52073966,2038
"LAM",1364414.38976585,2038
"NAM",2590061.3826556,2038
"WORLD",14904461.7301659,2038
"AFR",1408714.72037047,2039
"ASIA",7301402.42586695,2039
"AUS",800556.650972006,2039
"EUR",1679695.11378987,2039
"LAM",1363751.35642598,2039
"NAM",2591338.93580599,2039
"WORLD",14910416.5207816,2039
"AFR",1401218.7604804,2040
"ASIA",7312714.55912265,2040
"AUS",800872.555954589,2040
"EUR",1680066.74352697,2040
"LAM",1363088.22081712,2040
"NAM",2592616.39328628,2040
"WORLD",14916371.3172913,2040
"AFR",1397358.70773537,2041
"ASIA",7318494.39226613,2041
"AUS",800942.92535909,2041
"EUR",1679312.54946899,2041
"LAM",1362816.40260069,2041
"NAM",2592170.81111234,2041
"WORLD",14917727.7835526,2041
"AFR",1393498.68168653,2042
"ASIA",7324274.12094046,2042
"AUS",801013.207113822,2042
"EUR",1678558.3317959,2042
"LAM",1362544.55125803,2042
"NAM",2591725.27014267,2042
"WORLD",14919084.0151546,2042
"AFR",1389638.7767557,2043
"ASIA",7330053.94586306,2043
"AUS",801083.526658276,2043
"EUR",1677804.20520117,2043
"LAM",1362272.71210306,2043
"NAM",2591279.70662605,2043
"WORLD",14920440.5469971,2043
"AFR",1385778.87373746,2044
"ASIA",7335833.9374779,2044
"AUS",801153.825272129,2044
"EUR",1677050.03290485,2044
"LAM",1362000.92829761,2044
"NAM",2590834.19191105,2044
"WORLD",14921797.2850656,2044
"AFR",1381918.76689079,2045
"ASIA",7341613.57715792,2045
"AUS",801224.201739379,2045
"EUR",1676295.80038158,2045
"LAM",1361729.09999138,2045
"NAM",2590388.55782111,2045
"WORLD",14923153.4323448,2045
"AFR",1380063.40212285,2046
"ASIA",7347333.92381757,2046
"AUS",802174.034410528,2046
"EUR",1676093.36389162,2046
"LAM",1361673.79074715,2046
"NAM",2591191.40309112,2046
"WORLD",14928634.5745563,2046
"AFR",1378208.06872329,2047
"ASIA",7353054.18967892,2047
"AUS",803123.873054189,2047
"EUR",1675890.89002152,2047
"LAM",1361618.5494146,2047
"NAM",2591994.30424806,2047
"WORLD",14934115.7231477,2047
"AFR",1376352.80553785,2048
"ASIA",7358774.44730733,2048
"AUS",804073.697788819,2048
"EUR",1675688.3662045,2048
"LAM",1361563.28453091,2048
"NAM",2592797.21318751,2048
"WORLD",14939596.8056683,2048
"AFR",1374497.42780335,2049
"ASIA",7364494.64091971,2049
"AUS",805023.537185347,2049
"EUR",1675485.88941598,2049
"LAM",1361508.06995001,2049
"NAM",2593600.12480529,2049
"WORLD",14945077.9901948,2049
"AFR",1372642.09748162,2050
"ASIA",7370214.95409094,2050
"AUS",805973.452396882,2050
"EUR",1675283.42692231,2050
"LAM",1361452.81589622,2050
"NAM",2594402.9842599,2050
"WORLD",14950559.2538909,2050
"AFR",1364432.21860622,2051
"ASIA",7366783.37996696,2051
"AUS",805179.15411872,2051
"EUR",1673028.37626593,2051
"LAM",1357223.41339715,2051
"NAM",2590055.58803587,2051
