"region","x","year"
"LAM",2000376.25180128,2090
"NAM",2881689.31336,2090
"WORLD",18176404.1390428,2090
"AFR",3661955.61658456,2091
"ASIA",7626647.29882484,2091
"AUS",858770.544451915,2091
"EUR",1555135.23674558,2091
"LAM",2005771.37680532,2091
"NAM",2883970.82568226,2091
"WORLD",18201643.348995,2091
"AFR",3678163.46831234,2092
"ASIA",7630699.21916639,2092
"AUS",860200.404925881,2092
"EUR",1552968.17803883,2092
"LAM",2011166.33073899,2092
"NAM",2886252.21976236,2092
"WORLD",18226882.5073759,2092
"AFR",3694370.94769798,2093
"ASIA",7634751.12313737,2093
"AUS",861630.289403624,2093
"EUR",1550800.9570537,2093
"LAM",2016561.38716695,2093
"NAM",2888533.77816863,2093
"WORLD",18252121.4497859,2093
"AFR",3710578.73406821,2094
"ASIA",7638803.42739586,2094
"AUS",863060.250877291,2094
"EUR",1548633.96405163,2094
"LAM",2021956.42466483,2094
"NAM",2890815.35811317,2094
"WORLD",18277361.3030217,2094
"AFR",3726786.01682807,2095
"ASIA",7642855.22235622,2095
"AUS",864490.098848108,2095
"EUR",1546466.63381476,2095
"LAM",2027351.24152724,2095
"NAM",2893096.82162212,2095
"WORLD",18302599.5235603,2095
"AFR",3742993.75086495,2096
"ASIA",7646906.9862427,2096
"AUS",865920.089762089,2096
"EUR",1544299.47017076,2096
"LAM",2032746.31726874,2096
"NAM",2895378.34283852,2096
"WORLD",18327838.7328002,2096
"AFR",3759201.39522014,2097
"ASIA",7650959.21467458,2097
"AUS",867350.05631673,2097
"EUR",1542132.46711797,2097
"LAM",2038141.30641728,2097
"NAM",2897659.83054994,2097
"WORLD",18353078.285218,2097
"AFR",3775409.04611375,2098
"ASIA",7655011.13971717,2098
"AUS",868779.980948755,2098
"EUR",1539965.06974744,2098
"LAM",2043536.41412651,2098
"NAM",2899941.2233379,2098
"WORLD",18378317.1114221,2098
"AFR",3791616.51030571,2099
"ASIA",7659063.11406802,2099
"AUS",870209.894317894,2099
"EUR",1537798.0279105,2099
"LAM",2048931.32572605,2099
"NAM",2902222.88940485,2099
"WORLD",18403556.161353,2099
