"region","x","year"
"AUS",1135936.65879226,2081
"EUR",1942536.88895518,2081
"LAM",2054277.95067568,2081
"NAM",3229246.45344228,2081
"WORLD",20495213.8164423,2081
"AFR",4019689.66293397,2082
"ASIA",8532932.09949955,2082
"AUS",1141816.55296062,2082
"EUR",1947912.35133112,2082
"LAM",2069541.31194084,2082
"NAM",3245615.10358843,2082
"WORLD",20557286.0774142,2082
"AFR",4029214.5764194,2083
"ASIA",8542601.2073574,2083
"AUS",1147696.28869468,2083
"EUR",1953287.73512085,2083
"LAM",2084804.7367467,2083
"NAM",3261983.64489858,2083
"WORLD",20619358.0511189,2083
"AFR",4038739.22263166,2084
"ASIA",8552270.13109897,2084
"AUS",1153576.06688139,2084
"EUR",1958663.15756449,2084
"LAM",2100068.24907632,2084
"NAM",3278352.25388387,2084
"WORLD",20681429.8963555,2084
"AFR",4048264.05615451,2085
"ASIA",8561939.09687085,2085
"AUS",1159455.88452288,2085
"EUR",1964038.59021013,2085
"LAM",2115331.64998279,2085
"NAM",3294721.01585552,2085
"WORLD",20743501.9739723,2085
"AFR",4058304.90891314,2086
"ASIA",8562905.30309025,2086
"AUS",1161174.89614225,2086
"EUR",1967620.33167424,2086
"LAM",2118642.35839195,2086
"NAM",3305133.36411365,2086
"WORLD",20773096.0517577,2086
"AFR",4068345.98536985,2087
"ASIA",8563871.31230884,2087
"AUS",1162893.86792683,2087
"EUR",1971202.04697052,2087
"LAM",2121953.02634647,2087
"NAM",3315545.75742956,2087
"WORLD",20802690.0376695,2087
"AFR",4078386.9559378,2088
"ASIA",8564837.80950209,2088
"AUS",1164612.93281866,2088
"EUR",1974783.77395438,2088
"LAM",2125263.91855507,2088
"NAM",3325958.27218236,2088
"WORLD",20832284.8291804,2088
"AFR",4088427.86375928,2089
"ASIA",8565803.87620533,2089
"AUS",1166331.88267578,2089
"EUR",1978365.4758553,2089
"LAM",2128574.6844827,2089
"NAM",3336370.67123868,2089
"WORLD",20861878.8442947,2089
"AFR",4098468.86630235,2090
"ASIA",8566770.17503015,2090
"AUS",1168050.84811598,2090
"EUR",1981947.23279264,2090
"LAM",2131885.4867107,2090
"NAM",3346783.07287838,2090
"WORLD",20891473.1460893,2090
"AFR",4098586.11552977,2091
"ASIA",8571675.0222016,2091
"AUS",1171110.81666458,2091
"EUR",1986379.294184,2091
"LAM",2141129.36692305,2091
"NAM",3351195.865235,2091
"WORLD",20918243.8974538,2091
"AFR",4098703.3022905,2092
"ASIA",8576580.12965375,2092
"AUS",1174170.83751524,2092
"EUR",1990811.42007568,2092
"LAM",2150373.18136399,2092
"NAM",3355608.49048061,2092
"WORLD",20945014.6071452,2092
"AFR",4098820.45395455,2093
"ASIA",8581484.91353241,2093
"AUS",1177230.86834279,2093
"EUR",1995243.50994485,2093
"LAM",2159617.14350726,2093
"NAM",3360021.13438672,2093
"WORLD",20971785.2087779,2093
"AFR",4098937.51053961,2094
"ASIA",8586389.69319268,2094
"AUS",1180290.745056,2094
"EUR",1999675.62626175,2094
"LAM",2168860.94133995,2094
"NAM",3364433.93427718,2094
"WORLD",20998555.5049452,2094
"AFR",4099055.03277451,2095
"ASIA",8591294.84425147,2095
"AUS",1183350.82294052,2095
"EUR",2004107.7434017,2095
"LAM",2178104.85786179,2095
"NAM",3368846.75988552,2095
"WORLD",21025326.9134878,2095
"AFR",4098204.91547458,2096
"ASIA",8587347.17004522,2096
"AUS",1183405.98803443,2096
"EUR",2007346.90134835,2096
"LAM",2177697.00459402,2096
"NAM",3369414.56681941,2096
"WORLD",21023637.0841207,2096
"AFR",4097355.10193731,2097
"ASIA",8583399.7423175,2097
"AUS",1183461.08625304,2097
"EUR",2010585.99040855,2097
"LAM",2177289.21189982,2097
"NAM",3369982.42498872,2097
"WORLD",21021947.781623,2097
"AFR",4096505.03536698,2098
"ASIA",8579452.28943408,2098
"AUS",1183516.28411755,2098
"EUR",2013825.09771386,2098
"LAM",2176881.50601766,2098
"NAM",3370550.34403355,2098
"WORLD",21020258.5561763,2098
"AFR",4095655.20603165,2099
"ASIA",8575504.94494585,2099
"AUS",1183571.44284457,2099
"EUR",2017064.17087884,2099
"LAM",2176473.59845916,2099
"NAM",3371118.24635212,2099
"WORLD",21018569.2310851,2099
