"region","x","year"
"WORLD",18149446.7454328,2043
"AFR",2949798.89724696,2044
"ASIA",8466147.80356719,2044
"AUS",883160.167615608,2044
"EUR",1893063.34828804,2044
"LAM",1590076.31543118,2044
"NAM",2987779.56491394,2044
"WORLD",18229016.9922533,2044
"AFR",2966727.32738405,2045
"ASIA",8498161.96992761,2045
"AUS",888779.45996264,2045
"EUR",1898384.39566366,2045
"LAM",1591728.53280921,2045
"NAM",3009841.1776238,2045
"WORLD",18308587.0822548,2045
"AFR",2973999.84153509,2046
"ASIA",8514597.6942902,2046
"AUS",884391.579583862,2046
"EUR",1901518.55687168,2046
"LAM",1603793.55144082,2046
"NAM",3006021.82456338,2046
"WORLD",18338553.2849378,2046
"AFR",2981272.35838024,2047
"ASIA",8531033.36383593,2047
"AUS",880003.734897313,2047
"EUR",1904652.85573445,2047
"LAM",1615858.52502403,2047
"NAM",3002202.44358464,2047
"WORLD",18368519.4930748,2047
"AFR",2988544.77227039,2048
"ASIA",8547469.13216033,2048
"AUS",875615.812975182,2048
"EUR",1907787.00713584,2048
"LAM",1627923.54607076,2048
"NAM",2998383.08232112,2048
"WORLD",18398485.5946377,2048
"AFR",2995817.31451315,2049
"ASIA",8563904.86985497,2049
"AUS",871227.96915631,2049
"EUR",1910921.3094905,2049
"LAM",1639988.56828042,2049
"NAM",2994563.71302859,2049
"WORLD",18428451.9544904,2049
"AFR",3003089.81064845,2050
"ASIA",8580340.55935893,2050
"AUS",866840.126593257,2050
"EUR",1914055.50634425,2050
"LAM",1652053.592233,2050
"NAM",2990744.31870327,2050
"WORLD",18458418.1602194,2050
"AFR",3040978.5043135,2051
"ASIA",8611410.51944811,2051
"AUS",871953.709856833,2051
"EUR",1919660.15825063,2051
"LAM",1662752.8707423,2051
"NAM",3010727.35606378,2051
"WORLD",18558640.0881254,2051
"AFR",3078867.11438565,2052
"ASIA",8642480.45004461,2052
"AUS",877067.117893116,2052
"EUR",1925264.76943441,2052
"LAM",1673452.12508305,2052
"NAM",3030710.31177775,2052
"WORLD",18658861.646179,2052
"AFR",3116755.74417339,2053
"ASIA",8673550.4525529,2053
"AUS",882180.593823454,2053
"EUR",1930869.3782282,2053
"LAM",1684151.36766825,2053
"NAM",3050693.31933324,2053
"WORLD",18759083.3532753,2053
"AFR",3154644.3179732,2054
"ASIA",8704620.36155072,2054
"AUS",887294.098395199,2054
"EUR",1936473.98622156,2054
"LAM",1694850.64364468,2054
"NAM",3070676.33218569,2054
"WORLD",18859305.0884162,2054
"AFR",3192532.95167667,2055
"ASIA",8735690.29589164,2055
"AUS",892407.512173776,2055
"EUR",1942078.58085541,2055
"LAM",1705549.88218245,2055
"NAM",3090659.29344142,2055
"WORLD",18959526.5473685,2055
"AFR",3191154.27437027,2056
"ASIA",8748129.20543391,2056
"AUS",896488.222774895,2056
"EUR",1944727.43944217,2056
"LAM",1705617.59837495,2056
"NAM",3092682.8093312,2056
"WORLD",18978923.4693004,2056
"AFR",3189775.78741708,2057
"ASIA",8760568.12497419,2057
"AUS",900568.894253245,2057
"EUR",1947376.38618641,2057
"LAM",1705685.33857763,2057
"NAM",3094706.22766736,2057
"WORLD",18998320.523242,2057
"AFR",3188397.28516079,2058
"ASIA",8773007.21345172,2058
"AUS",904649.489746804,2058
"EUR",1950025.27414777,2058
"LAM",1705753.07029825,2058
"NAM",3096729.76371899,2058
"WORLD",19017717.6607777,2058
"AFR",3187018.77664414,2059
"ASIA",8785446.2194712,2059
"AUS",908730.185819342,2059
"EUR",1952674.19149088,2059
"LAM",1705820.7723456,2059
"NAM",3098753.31115909,2059
"WORLD",19037114.7729939,2059
"AFR",3185640.17781038,2060
"ASIA",8797885.05955824,2060
"AUS",912810.803576286,2060
"EUR",1955323.14851366,2060
"LAM",1705888.47586617,2060
"NAM",3100776.75695371,2060
"WORLD",19056511.6404598,2060
"AFR",3170183.34210262,2061
"ASIA",8800844.76096335,2061
"AUS",914911.930192764,2061
"EUR",1958142.55380663,2061
"LAM",1702926.76653852,2061
"NAM",3104909.30745182,2061
"WORLD",19052377.5143451,2061
"AFR",3154726.531038,2062
"ASIA",8803804.66741803,2062
"AUS",917013.107678799,2062
"EUR",1960961.9806675,2062
