"region","x","year"
"AFR",3141839.05715084,2044
"ASIA",8723441.57090913,2044
"AUS",902081.431538876,2044
"EUR",1940012.41053723,2044
"LAM",1724584.33365685,2044
"NAM",3077899.58857826,2044
"WORLD",18917713.2356313,2044
"AFR",3169160.77286622,2045
"ASIA",8765746.88426614,2045
"AUS",905814.252651284,2045
"EUR",1947008.6884411,2045
"LAM",1736385.13448902,2045
"NAM",3090410.98240801,2045
"WORLD",19015540.230827,2045
"AFR",3192785.10214735,2046
"ASIA",8795544.85161881,2046
"AUS",911519.51367792,2046
"EUR",1952193.77643724,2046
"LAM",1746535.7676971,2046
"NAM",3099879.30308728,2046
"WORLD",19095979.0894861,2046
"AFR",3216409.55545318,2047
"ASIA",8825342.874865,2047
"AUS",917224.601235392,2047
"EUR",1957378.88241232,2047
"LAM",1756686.4687443,2047
"NAM",3109347.56006366,2047
"WORLD",19176417.896122,2047
"AFR",3240033.98346577,2048
"ASIA",8855141.16949256,2048
"AUS",922929.820285547,2048
"EUR",1962563.96737471,2048
"LAM",1766837.14214313,2048
"NAM",3118815.84807465,2048
"WORLD",19256856.9796805,2048
"AFR",3263658.43175015,2049
"ASIA",8884939.12922522,2049
"AUS",928635.018432411,2049
"EUR",1967749.00681251,2049
"LAM",1776987.82857152,2049
"NAM",3128284.1405572,2049
"WORLD",19337295.8264425,2049
"AFR",3287282.72302034,2050
"ASIA",8914737.19891412,2050
"AUS",934340.220055234,2050
"EUR",1972934.10760214,2050
"LAM",1787138.46821314,2050
"NAM",3137752.42646641,2050
"WORLD",19417734.6363953,2050
"AFR",3300590.31979721,2051
"ASIA",8943504.77433676,2051
"AUS",938214.099446824,2051
"EUR",1978885.88322604,2051
"LAM",1794600.59571877,2051
"NAM",3148305.91457813,2051
"WORLD",19483044.2471235,2051
"AFR",3313897.91139885,2052
"ASIA",8972272.25517045,2052
"AUS",942088.059540554,2052
"EUR",1984837.57860749,2052
"LAM",1802062.81536621,2052
"NAM",3158859.32567453,2052
"WORLD",19548353.6862087,2052
"AFR",3327205.49376787,2053
"ASIA",9001039.71758732,2053
"AUS",945961.99140599,2053
"EUR",1990789.35506097,2053
"LAM",1809524.93025793,2053
"NAM",3169412.74576899,2053
"WORLD",19613663.1567964,2053
"AFR",3340513.08628578,2054
"ASIA",9029807.21749883,2054
"AUS",949835.900690927,2054
"EUR",1996741.14485293,2054
"LAM",1816987.0849707,2054
"NAM",3179966.20661807,2054
"WORLD",19678972.7233137,2054
"AFR",3353820.5327858,2055
"ASIA",9058574.51216512,2055
"AUS",953709.801938224,2055
"EUR",2002692.85462009,2055
"LAM",1824449.21166362,2055
"NAM",3190519.69304026,2055
"WORLD",19744281.9593011,2055
"AFR",3366828.61166734,2056
"ASIA",9083780.92223908,2056
"AUS",957802.749370114,2056
"EUR",2008476.7970089,2056
"LAM",1831349.96528915,2056
"NAM",3201026.37219467,2056
"WORLD",19806984.7712976,2056
"AFR",3379836.76735792,2057
"ASIA",9108987.39910614,2057
"AUS",961895.649965183,2057
"EUR",2014260.91680517,2057
"LAM",1838250.67180256,2057
"NAM",3211533.0612663,2057
"WORLD",19869687.8567889,2057
"AFR",3392844.56285556,2058
"ASIA",9134193.66096088,2058
"AUS",965988.620969962,2058
"EUR",2020044.82744185,2058
"LAM",1845151.34610188,2058
"NAM",3222039.78847279,2058
"WORLD",19932390.3945124,2058
"AFR",3405852.76138848,2059
"ASIA",9159400.200802,2059
"AUS",970081.495850327,2059
"EUR",2025828.92692387,2059
"LAM",1852052.1297218,2059
"NAM",3232546.49869431,2059
"WORLD",19995093.5745951,2059
"AFR",3418860.71995067,2060
"ASIA",9184606.49380301,2060
"AUS",974174.378035955,2060
"EUR",2031612.8829114,2060
"LAM",1858952.86243887,2060
"NAM",3243053.22898913,2060
"WORLD",20057796.2483047,2060
"AFR",3430881.15253523,2061
"ASIA",9208658.44863594,2061
"AUS",978798.544769715,2061
"EUR",2037951.26218924,2061
"LAM",1866837.9894595,2061
"NAM",3252764.13993296,2061
"WORLD",20121229.9972863,2061
"AFR",3442901.84677657,2062
"ASIA",9232710.52408326,2062
"AUS",983422.719961841,2062
"EUR",2044289.58472701,2062
"LAM",1874723.0607338,2062
"NAM",3262475.01624409,2062
"WORLD",20184663.8804922,2062
"AFR",3454922.42464653,2063
"ASIA",9256762.62348734,2063
"AUS",988046.893708409,2063
"EUR",2050627.92644198,2063
"LAM",1882608.24466413,2063
"NAM",3272186.08007656,2063
"WORLD",20248098.0305707,2063
"AFR",3466943.10535167,2064
"ASIA",9280814.68747132,2064
"AUS",992671.01923915,2064
"EUR",2056966.30637859,2064
"LAM",1890493.38102892,2064
"NAM",3281896.9552539,2064
"WORLD",20311531.8986447,2064
"AFR",3478963.7725864,2065
"ASIA",9304866.80968773,2065
"AUS",997295.227892961,2065
"EUR",2063304.63598125,2065
"LAM",1898378.49696044,2065
"NAM",3291607.89727564,2065
"WORLD",20374965.9988028,2065
"AFR",3487717.92097586,2066
"ASIA",9320983.24839826,2066
"AUS",998652.686193646,2066
"EUR",2066773.03528952,2066
"LAM",1903973.46160185,2066
"NAM",3297328.61687293,2066
"WORLD",20413975.9110708,2066
"AFR",3496417.60248771,2067
"ASIA",9337087.77019033,2067
"AUS",1000011.5245757,2067
"EUR",2070239.97331046,2067
"LAM",1909571.43343706,2067
"NAM",3303055.6035114,2067
"WORLD",20452951.0378727,2067
"AFR",3505247.52473913,2068
"ASIA",9353225.99849423,2068
"AUS",1001367.59134606,2068
"EUR",2073711.3639018,2068
"LAM",1915163.64890736,2068
"NAM",3308770.08754054,2068
"WORLD",20492020.5748689,2068
"AFR",3514008.68995946,2069
"ASIA",9369345.75955167,2069
"AUS",1002725.07241625,2069
"EUR",2077180.3061933,2069
"LAM",1920758.6435235,2069
"NAM",3314490.80824159,2069
"WORLD",20531038.7273087,2069
"AFR",3522769.95305087,2070
"ASIA",9385465.52587279,2070
"AUS",1004082.53686884,2070
"EUR",2080649.12289887,2070
"LAM",1926353.67899814,2070
"NAM",3320211.55220178,2070
"WORLD",20570056.8831196,2070
"AFR",3529689.10435226,2071
"ASIA",9397295.80283892,2071
"AUS",1005824.4474523,2071
"EUR",2083372.62892409,2071
"LAM",1929284.6219293,2071
"NAM",3326312.92874234,2071
"WORLD",20600627.5303129,2071
"AFR",3536608.38584862,2072
"ASIA",9409126.07836358,2072
"AUS",1007566.28929946,2072
"EUR",2086096.12568922,2072
"LAM",1932215.52730324,2072
"NAM",3332414.27754145,2072
"WORLD",20631197.9872568,2072
"AFR",3543527.61332649,2073
"ASIA",9420956.44365386,2073
"AUS",1009308.18446288,2073
"EUR",2088819.61144788,2073
"LAM",1935146.4190371,2073
"NAM",3338515.72209987,2073
"WORLD",20661768.676336,2073
"AFR",3550446.906899,2074
"ASIA",9432786.77323213,2074
"AUS",1011050.10532679,2074
"EUR",2091543.10099853,2074
"LAM",1938077.34275201,2074
"NAM",3344617.2429844,2074
"WORLD",20692339.5502268,2074
"AFR",3557366.05142968,2075
"ASIA",9444616.91952136,2075
"AUS",1012791.96213136,2075
"EUR",2094266.58865459,2075
"LAM",1941008.30799223,2075
"NAM",3350718.57907191,2075
"WORLD",20722909.9751878,2075
"AFR",3565843.9886146,2076
"ASIA",9461364.56585082,2076
"AUS",1014695.35388074,2076
"EUR",2098297.63758745,2076
"LAM",1945277.10837272,2076
"NAM",3358474.07531058,2076
"WORLD",20764732.0489707,2076
