"region","x","year"
"AFR",1423277.574452,2030
"ASIA",7065546.52286136,2030
"AUS",785613.885343434,2030
"EUR",1625683.60569535,2030
"LAM",1271267.39512389,2030
"NAM",2527267.3835582,2030
"WORLD",14456874.4911274,2030
"AFR",1416609.33362804,2031
"ASIA",7076253.17509966,2031
"AUS",788694.078401802,2031
"EUR",1619275.72823138,2031
"LAM",1277060.79179476,2031
"NAM",2527607.93563295,2031
"WORLD",14465261.9922659,2031
"AFR",1409941.15343008,2032
"ASIA",7086959.6922777,2032
"AUS",791774.313876797,2032
"EUR",1612867.77723133,2032
"LAM",1282854.28787966,2032
"NAM",2527948.51891276,2032
"WORLD",14473649.5442802,2032
"AFR",1403273.05349892,2033
"ASIA",7097666.47509659,2033
"AUS",794854.475457026,2033
"EUR",1606459.89019715,2033
"LAM",1288647.70770913,2033
"NAM",2528289.10346782,2033
"WORLD",14482037.3224344,2033
"AFR",1396604.84372545,2034
"ASIA",7108373.30718831,2034
"AUS",797934.677638059,2034
"EUR",1600051.93471419,2034
"LAM",1294441.12057,2034
"NAM",2528629.6025223,2034
"WORLD",14490424.917372,2034
"AFR",1389936.81189893,2035
"ASIA",7119079.96759864,2035
"AUS",801014.935752311,2035
"EUR",1593643.97555108,2035
"LAM",1300234.62840507,2035
"NAM",2528970.10094632,2035
"WORLD",14498812.657518,2035
"AFR",1384353.30599175,2036
"ASIA",7130886.28873027,2036
"AUS",798992.994115673,2036
"EUR",1595963.51078187,2036
"LAM",1301129.92529804,2036
"NAM",2521839.29492511,2036
"WORLD",14499834.9207361,2036
"AFR",1378769.60368617,2037
"ASIA",7142692.41933611,2037
"AUS",796971.079014839,2037
"EUR",1598283.03855721,2037
"LAM",1302025.18865725,2037
"NAM",2514708.41841159,2037
"WORLD",14500856.8895922,2037
"AFR",1373186.14282911,2038
"ASIA",7154498.60140279,2038
"AUS",794949.127201675,2038
"EUR",1600602.57616668,2038
"LAM",1302920.529483,2038
"NAM",2507577.56138484,2038
"WORLD",14501879.0565031,2038
"AFR",1367602.50634918,2039
"ASIA",7166304.71723113,2039
"AUS",792927.171653391,2039
"EUR",1602922.04989856,2039
"LAM",1303815.84779356,2039
"NAM",2500446.65748111,2039
"WORLD",14502900.9508935,2039
"AFR",1362018.89085176,2040
"ASIA",7178111.07344459,2040
"AUS",790905.304813957,2040
"EUR",1605241.54404016,2040
"LAM",1304711.14079268,2040
"NAM",2493315.85181281,2040
"WORLD",14503923.2913684,2040
"AFR",1356013.50572473,2041
"ASIA",7164030.03837476,2041
"AUS",790094.426200016,2041
"EUR",1602643.55906911,2041
"LAM",1295603.53803239,2041
"NAM",2490155.78810938,2041
"WORLD",14469269.3202088,2041
"AFR",1350008.04723805,2042
"ASIA",7149948.94723027,2042
"AUS",789283.614153604,2042
"EUR",1600045.59490221,2042
"LAM",1286495.89800521,2042
"NAM",2486995.7559184,2042
"WORLD",14434615.2943466,2042
"AFR",1344002.7403416,2043
"ASIA",7135868.08676757,2043
"AUS",788472.829559935,2043
"EUR",1597447.56899712,2043
"LAM",1277388.26849403,2043
"NAM",2483835.7552328,2043
"WORLD",14399961.5898732,2043
"AFR",1337997.22559929,2044
"ASIA",7121787.10199424,2044
"AUS",787661.88964509,2044
"EUR",1594849.64236142,2044
"LAM",1268280.61065142,2044
"NAM",2480675.65035568,2044
"WORLD",14365307.4469649,2044
"AFR",1331991.96737561,2045
"ASIA",7107706.02539746,2045
"AUS",786851.155225769,2045
"EUR",1592251.65123196,2045
"LAM",1259172.97067194,2045
"NAM",2477515.63277245,2045
"WORLD",14330653.5891488,2045
"AFR",1330744.22264678,2046
"ASIA",7113022.00575142,2046
"AUS",786986.369479757,2046
"EUR",1593408.32344688,2046
"LAM",1256024.94318072,2046
"NAM",2479337.32958928,2046
"WORLD",14335043.6462608,2046
"AFR",1329496.62173256,2047
"ASIA",7118337.93936057,2047
"AUS",787121.644490302,2047
"EUR",1594564.9270901,2047
"LAM",1252876.91940317,2047
"NAM",2481159.10553573,2047
"WORLD",14339433.8119234,2047
"AFR",1328249.08692298,2048
"ASIA",7123654.03586271,2048
"AUS",787256.887122085,2048
"EUR",1595721.46014169,2048
"LAM",1249728.96524237,2048
"NAM",2482980.86122713,2048
"WORLD",14343824.0877001,2048
"AFR",1327001.56768566,2049
"ASIA",7128970.04675682,2049
"AUS",787392.144104095,2049
"EUR",1596878.13549012,2049
"LAM",1246580.91707757,2049
"NAM",2484802.61734394,2049
"WORLD",14348214.2899629,2049
"AFR",1325753.82109462,2050
"ASIA",7134286.05939728,2050
"AUS",787527.414751571,2050
"EUR",1598034.72522987,2050
"LAM",1243432.87047799,2050
"NAM",2486624.32841177,2050
"WORLD",14352604.3137083,2050
"AFR",1318708.17513517,2051
"ASIA",7123416.472495,2051
"AUS",784963.657400253,2051
"EUR",1599567.07123423,2051
"LAM",1240917.19379729,2051
"NAM",2484672.11722683,2051
"WORLD",14330625.2273069,2051
"AFR",1311662.72661887,2052
"ASIA",7112546.85628778,2052
"AUS",782399.916383159,2052
"EUR",1601099.39727845,2052
"LAM",1238401.55697501,2052
"NAM",2482719.9995663,2052
"WORLD",14308646.2974108,2052
"AFR",1304616.94876819,2053
"ASIA",7101677.23307561,2053
"AUS",779836.174726361,2053
"EUR",1602631.76160939,2053
"LAM",1235885.91387305,2053
"NAM",2480767.75651583,2053
"WORLD",14286667.1571546,2053
"AFR",1297571.34387572,2054
"ASIA",7090807.65415682,2054
"AUS",777272.479636777,2054
"EUR",1604164.05917132,2054
"LAM",1233370.236451,2054
"NAM",2478815.61565478,2054
"WORLD",14264688.114717,2054
"AFR",1290525.75599398,2055
"ASIA",7079938.01955583,2055
"AUS",774708.745426639,2055
"EUR",1605696.37041011,2055
"LAM",1230854.54013183,2055
"NAM",2476863.40802979,2055
"WORLD",14242708.9623168,2055
"AFR",1286625.86242957,2056
"ASIA",7058781.46205727,2056
"AUS",773309.313835999,2056
"EUR",1602694.74385884,2056
"LAM",1217672.80677369,2056
"NAM",2468618.34272625,2056
"WORLD",14191443.0042679,2056
"AFR",1282725.98504681,2057
"ASIA",7037624.92415027,2057
"AUS",771909.921177406,2057
"EUR",1599693.20060525,2057
"LAM",1204491.17110949,2057
"NAM",2460373.29418073,2057
"WORLD",14140177.2098072,2057
"AFR",1278826.21839338,2058
"ASIA",7016468.52528533,2058
"AUS",770510.607514086,2058
"EUR",1596691.62322768,2058
"LAM",1191309.48104753,2058
"NAM",2452128.21436475,2058
"WORLD",14088911.5209424,2058
"AFR",1274926.28298742,2059
"ASIA",6995311.79995916,2059
"AUS",769111.137700139,2059
"EUR",1593690.05101348,2059
"LAM",1178127.79014178,2059
"NAM",2443883.1455888,2059
"WORLD",14037645.3976918,2059
"AFR",1271026.35410224,2060
"ASIA",6974155.39056962,2060
"AUS",767711.796880296,2060
"EUR",1590688.44424778,2060
"LAM",1164946.10254857,2060
"NAM",2435638.12180348,2060
"WORLD",13986379.7029279,2060
"AFR",1268842.19455301,2061
"ASIA",6966382.33738471,2061
"AUS",766967.159203516,2061
"EUR",1601633.67497503,2061
"LAM",1162875.92494552,2061
"NAM",2430592.50386421,2061
"WORLD",13980726.7579745,2061
"AFR",1266657.8508925,2062
"ASIA",6958609.11016305,2062
"AUS",766222.543226172,2062
"EUR",1612578.82995082,2062
"LAM",1160805.707723,2062
"NAM",2425546.99104678,2062
"WORLD",13975073.5203127,2062
"AFR",1264473.41144712,2063
"ASIA",6950835.95100608,2063
"AUS",765477.965405467,2063
"EUR",1623524.11266061,2063
"LAM",1158735.48535283,2063
"NAM",2420501.5607718,2063
"WORLD",13969420.5625374,2063
"AFR",1262289.12755999,2064
"ASIA",6943062.80145686,2064
"AUS",764733.339923155,2064
"EUR",1634469.24731704,2064
"LAM",1156665.25588301,2064
"NAM",2415456.02275989,2064
"WORLD",13963767.4303487,2064
"AFR",1260104.81932878,2065
"ASIA",6935289.71668287,2065
"AUS",763988.710953706,2065
"EUR",1645414.4593468,2065
"LAM",1154595.04127532,2065
"NAM",2410410.41981053,2065
"WORLD",13958114.3392485,2065
"AFR",1258943.94412557,2066
"ASIA",6946030.3885543,2066
"AUS",767149.48101274,2066
"EUR",1655158.56633295,2066
"LAM",1150865.31660311,2066
"NAM",2415938.54667708,2066
"WORLD",13983439.9239234,2066
"AFR",1257783.17923164,2067
"ASIA",6956771.1428042,2067
"AUS",770310.243521743,2067
"EUR",1664902.71949806,2067
"LAM",1147135.51809216,2067
"NAM",2421466.63677878,2067
"WORLD",14008765.5932452,2067
"AFR",1256622.39243085,2068
"ASIA",6967512.04559591,2068
"AUS",773470.878049456,2068
"EUR",1674646.78931423,2068
"LAM",1143405.69902161,2068
"NAM",2426994.65064313,2068
"WORLD",14034091.0004823,2068
"AFR",1255461.54823234,2069
"ASIA",6978252.76914586,2069
"AUS",776631.598354879,2069
"EUR",1684390.93168064,2069
"LAM",1139675.88520253,2069
"NAM",2432522.75649372,2069
"WORLD",14059416.5381459,2069
"AFR",1254300.64709514,2070
"ASIA",6988993.39825011,2070
"AUS",779792.37163615,2070
"EUR",1694135.07053267,2070
"LAM",1135946.19263388,2070
"NAM",2438050.80471997,2070
"WORLD",14084742.028219,2070
"AFR",1257038.15905374,2071
"ASIA",6993949.85632864,2071
"AUS",780241.960227016,2071
"EUR",1701016.85981088,2071
"LAM",1135282.51257784,2071
"NAM",2437224.08134636,2071
"WORLD",14095899.0688763,2071
"AFR",1259775.59294007,2072
"ASIA",6998906.27114439,2072
"AUS",780691.491256496,2072
"EUR",1707898.70052924,2072
"LAM",1134618.80874354,2072
"NAM",2436397.24176817,2072
"WORLD",14107055.8858021,2072
"AFR",1262513.03357313,2073
"ASIA",7003862.47744502,2073
"AUS",781141.012654385,2073
"EUR",1714780.60801031,2073
"LAM",1133955.15956386,2073
"NAM",2435570.37347235,2073
"WORLD",14118212.6205407,2073
"AFR",1265250.52748408,2074
"ASIA",7008818.88320524,2074
"AUS",781590.614424696,2074
"EUR",1721662.44069209,2074
"LAM",1133291.52679854,2074
"NAM",2434743.62365606,2074
"WORLD",14129369.6192878,2074
"AFR",1267988.03892597,2075
"ASIA",7013775.21116884,2075
"AUS",782040.171771983,2075
"EUR",1728544.34336825,2075
"LAM",1132627.87750105,2075
"NAM",2433916.80136002,2075
"WORLD",14140526.5907942,2075
"AFR",1267790.31618148,2076
"ASIA",7017730.3872879,2076
"AUS",780915.845758226,2076
"EUR",1737905.9816853,2076
"LAM",1127234.2724531,2076
"NAM",2441178.62163895,2076
"WORLD",14153535.3882639,2076
"AFR",1267592.51222052,2077
"ASIA",7021685.53582261,2077
"AUS",779791.55109436,2077
"EUR",1747267.61641855,2077
"LAM",1121840.78251738,2077
"NAM",2448440.59182816,2077
"WORLD",14166544.3830471,2077
"AFR",1267394.81905412,2078
"ASIA",7025640.68719431,2078
"AUS",778667.213333598,2078
"EUR",1756629.34523675,2078
"LAM",1116447.15682547,2078
"NAM",2455702.40555424,2078
"WORLD",14179553.303929,2078
"AFR",1267197.05558876,2079
"ASIA",7029595.88895603,2079
"AUS",777542.936550799,2079
"EUR",1765990.9265265,2079
"LAM",1111053.59141232,2079
"NAM",2462964.36020221,2079
"WORLD",14192562.2741368,2079
"AFR",1266999.31207766,2080
"ASIA",7033550.97788103,2080
"AUS",776418.618168833,2080
"EUR",1775352.61163559,2080
"LAM",1105659.96483932,2080
"NAM",2470226.18526445,2080
"WORLD",14205571.0820522,2080
"AFR",1268903.22432444,2081
"ASIA",7037925.37886162,2081
"AUS",780073.14220103,2081
"EUR",1775400.59179199,2081
"LAM",1103511.01756561,2081
"NAM",2479524.04655575,2081
"WORLD",14222330.2086003,2081
"AFR",1270807.04103346,2082
"ASIA",7042299.76245728,2082
"AUS",783727.604525042,2082
"EUR",1775448.68077011,2082
"LAM",1101362.02352802,2082
