case,year,spC_PgC_avg,diatC_PgC_avg,zooC_PgC_avg,diazC_PgC_avg,spCaCO3C_PgC_avg,particulate_oC_PgC_avg,particulate_CaCO3_PgC_avg,DOC_PgC_avg,DIC_PgC_avg,H2CO3_PgC_avg,HCO3_PgC_avg,CO3_PgC_avg,CO2STAR_PgC_avg,DCO2STAR_PgC_avg,FG_CO2_PgCperyr_avg,ATM_CO2_ppmv_avg
iESM85_coupled,2006,7.272055176,6.76664843,9.896043795,0.604176174,0.235273648,6.076451895,0.585411816,9.315583907,36591.80799,465.8496506,34615.42166,1510.536532,63.68603147,2.162816619,2.329608362,400.1678982
iESM85_coupled,2007,7.266182709,6.729153657,9.922202028,0.599291943,0.238280617,17.58638984,1.708864067,9.398618144,36594.00786,466.2967402,34618.34591,1509.365102,63.85869353,2.211540491,2.399077557,402.2948735
iESM85_coupled,2008,7.350842371,6.522530015,9.917871205,0.612040584,0.244620462,28.88400548,2.834564227,9.375361532,36596.44041,466.729812,34621.64469,1508.065783,64.28563273,2.209698817,2.381771863,404.963547
iESM85_coupled,2009,7.339827673,6.672291375,9.910836055,0.608938478,0.240126385,40.19197894,3.960662234,9.368359644,36598.92071,467.1642708,34625.01231,1506.744009,64.63316168,2.201833862,2.467187076,407.0938538
iESM85_coupled,2010,7.301400819,6.659055138,9.923629979,0.600213824,0.241499082,51.67560266,5.095968041,9.425635508,36601.25992,467.6394731,34628.11366,1505.50669,64.91492226,2.2204898,2.454085499,409.119528
iESM85_coupled,2011,7.429169093,6.471821023,9.950717161,0.603481347,0.251180903,63.03801676,6.253007009,9.427696179,36603.72158,468.1111841,34631.42186,1504.188375,65.46494144,2.234195215,2.484433041,412.2331185
iESM85_coupled,2012,7.304164874,6.688318486,9.94876,0.610627385,0.240741966,74.52737656,7.397623785,9.472797087,36606.18337,468.5855974,34634.70307,1502.894535,66.01427546,2.16237614,2.480236349,414.366908
iESM85_coupled,2013,7.343022399,6.689125434,9.919808596,0.609758009,0.246417946,86.02988955,8.548062113,9.476957751,36608.61522,469.0787247,34637.90826,1501.628096,66.18957809,2.284954849,2.518003752,416.8468923
iESM85_coupled,2014,7.311741586,6.588526542,9.864280098,0.605437028,0.241345324,97.51423926,9.684827436,9.431129006,36611.26118,469.6180379,34641.42195,1500.221014,66.33771684,2.38871077,2.650166202,419.9564457
iESM85_coupled,2015,7.368395428,6.410716905,9.857665668,0.603136664,0.249229798,108.7531521,10.80912476,9.371513831,36614.0522,470.1362942,34645.20275,1498.712975,66.62634513,2.512893948,2.841816997,423.0456347
iesm85_uncoupled,2006,7.321793689,6.595501481,9.931390903,0.608372582,0.242604045,6.124385129,0.60431318,9.419574926,36591.44326,465.8226696,34614.85444,1510.765913,63.57039484,2.16363454,2.386267828,399.766243
iesm85_uncoupled,2007,7.407242853,6.511027564,9.864052646,0.610593523,0.249595656,17.40175562,1.751303742,9.344788635,36593.99561,466.2791885,34618.35001,1509.366196,63.5933461,2.244101954,2.507760636,402.072393
iesm85_uncoupled,2008,7.230729599,6.873789948,9.910947906,0.601581415,0.233538023,28.87413753,2.878739027,9.408921862,36596.42381,466.7524616,34621.56346,1508.107746,64.26163486,2.262714708,2.469674785,404.801195
iesm85_uncoupled,2009,7.378771549,6.607558717,9.950704983,0.611289053,0.243574548,40.40690871,4.000829642,9.442256134,36598.7116,467.2118981,34624.5984,1506.901123,64.77947357,2.105371559,2.207540805,406.284323
iesm85_uncoupled,2010,7.321190004,6.687260896,9.959967247,0.61737472,0.237163494,51.88321454,5.13757967,9.479255282,36600.95122,467.6344038,34627.61373,1505.702932,65.09250156,2.113589854,2.402146711,408.8535742
iesm85_uncoupled,2011,7.304457783,6.743107754,9.959949015,0.609036975,0.239837063,63.38524187,6.267051052,9.486697937,36603.33822,468.0908572,34630.81363,1504.433678,65.53079659,2.11289045,2.38065952,411.6781779
iesm85_uncoupled,2012,7.342414247,6.666487845,9.979542061,0.600875794,0.242639048,74.96658721,7.405343991,9.520049032,36605.675,468.5816215,34633.88285,1503.210319,65.84254885,2.069696158,2.501468327,414.001607
iesm85_uncoupled,2013,7.253159085,6.77960856,9.938385044,0.601463534,0.232145919,86.54900019,8.523999795,9.500780398,36608.17723,469.0912168,34637.17709,1501.908818,66.44837516,1.919969538,2.452895985,416.6690581
iesm85_uncoupled,2014,7.280645821,6.687644198,9.9199619,0.60803383,0.237718012,98.0482679,9.644291212,9.487558435,36610.63555,469.5856664,34640.42569,1500.624027,66.49313822,2.14779093,2.572250425,419.3159359
iesm85_uncoupled,2015,7.361468458,6.582505082,9.833126749,0.613784236,0.246269921,109.4142879,10.77026142,9.396648833,36613.45634,470.0969021,34644.27132,1499.087981,66.47772442,2.295165085,2.827778768,422.0260577
iESM85_coupled,2016,7.373178396,6.597075695,9.851282574,0.609526322,0.251705496,6.040994526,0.63008708,9.346923773,36616.93436,470.6714453,34649.11795,1497.144828,66.9980153,2.490143109,2.90486765,425.5304997
iESM85_coupled,2017,7.338271279,6.567225321,9.909016696,0.607727814,0.244730836,17.53674532,1.774107991,9.452749953,36619.6131,471.2198748,34652.5913,1495.801877,68.02677177,2.077151714,2.56989455,427.7240044
iESM85_coupled,2018,7.303112719,6.49791295,9.894470409,0.618284309,0.237795965,28.89849596,2.919873518,9.477902369,36622.25311,471.7510902,34656.03967,1494.462179,68.23747081,2.308230766,2.776189551,430.9955805
iESM85_coupled,2019,7.361745251,6.469560079,9.851911296,0.611482095,0.244987435,40.10846015,4.047685225,9.374609894,36625.23615,472.2994806,34660.10442,1492.832072,68.66235695,2.33708988,2.883609779,434.9346462
iESM85_coupled,2020,7.350948809,6.66282922,9.905971568,0.596166651,0.246895628,51.49859451,5.204239379,9.447150967,36627.98643,472.8672299,34663.71655,1491.402471,69.2056011,2.34344752,2.903260938,437.8644098
iESM85_coupled,2021,7.369459029,6.646425684,9.886761649,0.604004443,0.25192248,63.04720332,6.365572463,9.44984943,36630.83245,473.4593685,34667.42142,1489.951514,69.85761075,2.179861873,2.706370769,440.434903
iESM85_coupled,2022,7.403686747,6.514869627,9.87593343,0.606141078,0.248939033,74.54097221,7.528202555,9.478488589,36633.43784,474.0125449,34670.80634,1488.618813,70.07702295,2.288465767,2.626265739,443.7533414
iESM85_coupled,2023,7.326499054,6.52165125,9.830687558,0.597748214,0.247983381,85.9645608,8.698231925,9.452417324,36636.25055,474.5954674,34674.50326,1487.151565,70.49790998,2.426585265,2.863948029,447.6658694
iESM85_coupled,2024,7.313837905,6.63431044,9.861908749,0.59602828,0.243958646,97.37129181,9.843327447,9.454468376,36639.06588,475.1886599,34678.16904,1485.708018,71.17936105,2.404205204,2.886592129,451.5139085
iESM85_coupled,2025,7.293271973,6.346627938,9.792239961,0.61502167,0.240837054,108.7822894,10.9946895,9.466673775,36642.07693,475.8319292,34682.11545,1484.129376,71.19337876,2.565094806,3.205420437,455.0741809
iesm85_uncoupled,2016,7.401483546,6.646597455,9.895278243,0.610955854,0.247380136,6.171888297,0.61912506,9.445282123,36616.39004,470.6356022,34648.21535,1497.538945,67.06351793,2.337312733,2.937473101,425.2091085
iesm85_uncoupled,2017,7.441822521,6.581407047,9.975671838,0.606216822,0.254762742,17.79428003,1.771741744,9.546570558,36619.02851,471.1461507,34651.63208,1496.250146,68.2155931,2.074305178,2.520155497,427.7437339
iesm85_uncoupled,2018,7.383965908,6.515135154,9.938444264,0.622244344,0.244583591,29.42996661,2.959771455,9.565742871,36621.5685,471.6920232,34654.92073,1494.955558,68.38935744,2.107653703,2.5921024,430.5382644
iesm85_uncoupled,2019,7.318992634,6.566116398,9.891580765,0.617395288,0.239945816,40.91487046,4.111838371,9.520883249,36624.33067,472.2465124,34658.5937,1493.490329,68.72092271,2.342206681,2.794817926,434.1696725
iesm85_uncoupled,2020,7.315470811,6.482999093,9.811131589,0.614705981,0.242894035,52.24367513,5.259466329,9.421836999,36627.26294,472.8157474,34662.54982,1491.897248,68.91679346,2.412754291,2.948815603,437.1752792
iesm85_uncoupled,2021,7.282552837,6.513863911,9.814186276,0.605708224,0.241270023,63.42558901,6.393265559,9.346565682,36630.33627,473.3865346,34666.71853,1490.231144,69.52696701,2.35554749,2.971330698,440.7660381
iesm85_uncoupled,2022,7.257599265,6.713921239,9.91130805,0.593111854,0.239632469,74.80840097,7.530882962,9.429332808,36633.12381,473.9371492,34670.37927,1488.807184,70.67271779,2.066631966,2.777757251,443.9093669
iesm85_uncoupled,2023,7.324234971,6.592876485,9.878857237,0.608504154,0.243015058,86.35781079,8.669165191,9.498727483,36635.98269,474.525219,34674.08235,1487.37498,70.71445772,2.337153,3.037744072,447.2235642
