case,year,DWT_CLOSS_PgCperyr,WOOD_HARVESTC_PgCperyr,DWT_PROD10C_GAIN_PgCperyr,DWT_PROD100C_GAIN_PgCperyr,NEE_PgCperyr,NPP_PgCperyr,COL_FIRE_CLOSS_PgCperyr,PROD10C_PgC_avg,PROD100C_PgC_avg,TOTVEGC_PgC_avg,TOTSOMC_PgC_avg,TOTECOSYSC_PgC_avg,PBOT_Pa,QBOT_massfrac,co2_ppmv
iesm85_coupled,2016,0.362429307,1.186270613,0.17830425,0.0183458,-1.584602837,49.03863885,2.092035239,5.099426382,4.267428509,531.4280124,514.7062006,1129.325234,91874.82377,0.007356847,435.9423223
iesm85_coupled,2017,0.337264666,1.196300557,0.162823939,0.017827079,-1.405098864,48.59627848,1.889961313,5.191235933,4.289283964,533.0753968,514.507835,1131.119427,91837.29844,0.007114359,438.0629499
iesm85_coupled,2018,0.312538148,1.223733697,0.151473865,0.015750963,1.335268161,46.78101478,2.171172191,5.267989124,4.311300354,532.1136629,514.9413905,1131.204449,91873.31694,0.007138144,441.5966567
iesm85_coupled,2019,0.301906023,1.230084448,0.145867533,0.015032997,0.803934287,47.56082614,2.337290516,5.335252142,4.332855854,529.5907995,515.6633701,1129.800491,91901.65255,0.007215677,445.7052014
iesm85_coupled,2020,0.393854575,1.257634898,0.193215129,0.023389855,-2.025805017,49.35713693,2.092257343,5.421078268,4.361091126,530.8961295,515.6603299,1130.511945,91861.60044,0.007183407,448.3597952
iesm85_coupled,2021,0.386594133,1.272365346,0.188034556,0.023600889,-1.344614141,48.89860108,1.914207022,5.522532767,4.3963059,532.4645481,515.5985017,1132.183077,91853.38494,0.007134107,451.0294712
iesm85_coupled,2022,0.362350494,1.287926749,0.176007735,0.022090416,0.329489057,47.72826572,1.965329683,5.608513022,4.431123211,532.878577,515.8673108,1132.956574,91882.99287,0.007223364,454.9116258
iesm85_coupled,2023,0.328063229,1.306172306,0.15868147,0.019439881,0.292747547,47.85173901,2.045916912,5.678125432,4.464059757,532.1605162,516.2971853,1132.786096,91856.70718,0.007230218,458.7968033
iesm85_coupled,2024,0.29836318,1.320979754,0.14300694,0.016122039,-0.776698225,48.79593433,2.106178091,5.732926257,4.494293793,531.5539172,516.6756023,1132.676295,91869.81391,0.007142721,462.7247756
iesm85_coupled,2025,0.433404789,1.333962996,0.20618932,0.028862803,0.53044857,47.98488635,2.413132656,5.810225085,4.529943904,531.5550476,516.9000561,1133.20658,91911.80854,0.007324635,466.4088409
iesm85_coupled,2026,0.41215106,1.343026676,0.19357916,0.027190683,-0.119546687,49.27097841,2.240933565,5.901045692,4.571847841,530.4238689,517.1145744,1132.785938,91893.78112,0.007568204,470.9431643
iesm85_coupled,2027,0.38765491,1.352418897,0.178920325,0.024186042,-1.983079434,50.27965381,2.057264975,5.968284508,4.612013742,532.3703812,516.9618008,1134.007012,91877.99817,0.00731606,474.2166565
iesm85_coupled,2028,0.360566268,1.364407897,0.167092575,0.021055679,-0.321304776,49.25005786,1.911325661,6.018015781,4.649703122,533.976721,517.0651166,1135.350966,91885.04641,0.007316939,478.1047313
iesm85_coupled,2029,0.3046447,1.376077114,0.138183268,0.016864442,2.075695636,47.55137368,2.50063281,6.049210505,4.684544891,532.1711693,517.5515172,1135.023483,91882.38425,0.007452712,482.9812853
iesm85_coupled,2030,0.31058634,1.385735751,0.154383777,0.012027741,-0.533018131,50.52402125,2.291072511,6.076200869,4.715971602,530.9962108,517.9757831,1133.434782,91877.79662,0.007645358,487.7797205
iesm85_coupled,2031,0.299051168,1.403076388,0.144371979,0.011512885,-2.787726204,51.57198366,1.908596945,6.110665979,4.7458825,533.2977114,517.6573664,1135.204702,91852.60561,0.007401916,491.0680951
iesm85_coupled,2032,0.281119032,1.420915085,0.134775059,0.010554457,-0.273621963,49.26385868,1.998424822,6.143986034,4.775443469,534.9870828,517.7155888,1137.170058,91911.84754,0.007390797,495.1232601
iesm85_coupled,2033,0.254367048,1.43941881,0.121105361,0.008912899,1.931168694,48.49476996,2.497179557,6.176372639,4.803595735,532.58582,518.4276062,1136.292024,91943.10994,0.007655632,500.6544062
iesm85_coupled,2034,0.245862857,1.456307665,0.11560888,0.007983166,-0.727130244,50.28353055,2.334598154,6.208603699,4.830746446,532.9525826,518.652463,1135.737044,91901.78422,0.00753279,505.473894
iesm85_coupled,2035,0.303143633,1.475336527,0.155215133,0.011392364,-1.509982684,50.92083961,2.174338736,6.265079338,4.859662933,533.9072909,518.6440526,1136.854651,91890.552,0.007435663,509.6778357
iesm85_coupled,2036,0.278834471,1.490583033,0.144029992,0.009771994,0.747003582,49.39437051,2.573578125,6.336452665,4.890220577,533.4094357,518.9649941,1137.294845,91899.3744,0.007623629,514.8153611
iesm85_coupled,2037,0.259342176,1.503673576,0.130003328,0.009247135,-1.377809209,51.26837072,2.352494815,6.392959183,4.920494738,533.9442086,518.9558457,1137.452279,91873.52024,0.007762851,519.8243728
iesm85_coupled,2038,0.243771604,1.515973568,0.120353005,0.007822905,-1.062707333,51.09013932,2.065116557,6.437248881,4.950580307,535.5781747,518.7363192,1138.98793,91877.1117,0.007480688,524.2677166
iesm85_coupled,2039,0.220521396,1.531068787,0.105787977,0.007158179,0.034089105,49.78175451,2.165528506,6.472424475,4.980533619,536.0900127,519.0482389,1139.564979,91881.50574,0.007429418,529.4130412
iesm85_coupled,2040,0.295756106,1.547522084,0.12913858,0.024614708,0.550286844,49.57359439,2.358904814,6.51838189,5.019805647,535.2972724,519.4776305,1139.674372,91899.9037,0.007603678,535.1478463
iesm85_coupled,2041,0.287020409,1.55546655,0.12581191,0.023907589,0.662435827,49.65170173,2.727061909,6.572744596,5.067914921,533.3493834,519.9661741,1138.696457,91906.44165,0.007673393,541.173896
iesm85_coupled,2042,0.25618242,1.563799264,0.108278938,0.021323104,0.233439176,50.52511692,2.627695318,6.612160087,5.114756259,532.5174773,520.2055037,1138.426755,91916.86837,0.007674521,547.2762019
iesm85_coupled,2043,0.23050674,1.572880473,0.09651419,0.017817451,-1.375308138,51.9513517,2.301655215,6.637186683,5.158997456,533.326186,520.3590901,1138.645516,91924.03246,0.007687579,553.0118424
iesm85_coupled,2044,0.213006483,1.582668926,0.087463832,0.016193388,-1.22567917,51.13584748,2.236911266,6.654880466,5.20125178,535.1051822,520.1692313,1140.175003,91895.23593,0.007582384,557.9123637
iesm85_coupled,2045,0.2182252,1.594283927,0.098407711,0.009644339,1.051874143,49.77926733,2.485985048,6.678373977,5.240179176,534.4650647,520.4506024,1140.469744,91907.85933,0.007636357,563.8242559
iesm85_coupled,2046,0.203052651,1.607465381,0.089833978,0.009226864,-0.450904215,51.17111911,2.508968792,6.707466232,5.276222942,534.1392554,520.827366,1140.079474,91938.7905,0.007907582,570.5789855
iesm85_coupled,2047,0.199471639,1.623051878,0.085481567,0.008699508,-1.80893501,52.07909119,2.24314544,6.736463129,5.312572888,535.6634137,520.5146433,1141.273155,91890.41216,0.007819709,576.0893076
iesm85_coupled,2048,0.187146273,1.640764156,0.078537227,0.007281902,-1.605105115,51.99050258,2.073662735,6.768050036,5.348937216,537.6109843,520.46453,1143.089612,91877.42202,0.007592437,581.4562502
iesm85_coupled,2049,0.167664102,1.665949034,0.067992234,0.006478963,0.991478688,50.12231496,2.188962223,6.801958091,5.385820796,537.6851892,520.8823728,1143.607158,91930.26217,0.007677883,588.0736366
iesm85_coupled,2050,0.431209292,1.684082985,0.21141207,0.023406782,0.929266331,50.92859714,2.463772112,6.909215588,5.432587491,535.4732746,521.4576299,1142.302021,91928.8313,0.007942985,595.6226822
iesm85_coupled,2051,0.421018577,1.706704358,0.204317279,0.022305794,-2.441303203,53.12294374,2.3549339,7.06824379,5.488441108,536.7361474,521.2853206,1142.854114,91898.11833,0.007814911,601.5269388
iesm85_coupled,2052,0.38798669,1.738989723,0.18470994,0.021569771,-0.301119536,52.04040995,2.161889699,7.204558629,5.545091485,538.212942,521.1061191,1144.929871,91874.56634,0.007768729,607.4831975
iesm85_coupled,2053,0.356489333,1.767050631,0.169161959,0.017962076,1.717975902,50.55762039,2.51579227,7.321296802,5.601939831,536.8384002,521.6195449,1144.546249,91916.57274,0.00791212,614.9242238
iesm85_coupled,2054,0.316580409,1.787721105,0.148103748,0.014344327,-0.28316925,52.69188535,2.32438621,7.416474204,5.657915532,535.6043161,522.0063989,1143.416787,91913.5895,0.00799174,622.2826102
iesm85_coupled,2055,0.154592177,1.802804024,0.072403686,0.006662236,-1.378922609,52.7830743,2.369963731,7.460633381,5.710656805,537.256224,521.8546302,1144.419168,91925.69173,0.007977376,628.6200165
iesm85_coupled,2056,0.14894944,1.828110101,0.068078317,0.005841854,-0.047876431,52.22470414,2.363899386,7.475057709,5.76192344,538.5866188,521.724051,1145.822983,91901.6878,0.008007333,635.3084634
iesm85_coupled,2057,0.147043983,1.902625225,0.069771969,0.005506936,1.22187663,51.4691961,2.686336409,7.529555785,5.813499788,536.0070475,522.3130855,1144.850487,91924.72898,0.007898281,642.7727528
iesm85_coupled,2058,0.131768316,1.985191635,0.060141892,0.004416462,-0.078517015,52.84203457,2.62442308,7.63905737,5.863965073,534.7612891,522.7365389,1143.857969,91932.45114,0.008147272,650.4841445
iesm85_coupled,2059,0.130689275,1.99679827,0.05945498,0.004158936,-3.24659214,55.23088676,2.212150308,7.761783511,5.913750174,537.6112187,522.3817009,1145.243647,91902.52224,0.008145498,657.0419075
iesm85_coupled,2060,0.160796338,2.011709772,0.05794286,0.009236473,-0.998108664,53.18356497,2.273276741,7.869858511,5.965638337,540.7489471,521.8343526,1148.170891,91882.75264,0.008023419,663.1218323
iesm85_coupled,2061,0.147107392,2.028938992,0.052596503,0.009052372,0.787654963,52.52760041,2.242530198,7.965783946,6.020164254,539.9905096,522.2480732,1148.109907,91909.8059,0.008004818,670.83796
iesm85_coupled,2062,0.141571111,2.04836214,0.049843332,0.008366037,0.121749731,52.21947891,2.574738394,8.053971604,6.074563187,539.5074689,522.451859,1148.241601,91935.41719,0.008123009,678.5443961
iesm85_coupled,2063,0.130423165,2.066873244,0.041969385,0.007329895,-2.380992467,55.54974577,2.104441823,8.134115703,6.128991565,540.8264747,522.5208532,1148.663131,91923.6292,0.008462509,686.2613034
iesm85_coupled,2064,0.113895664,2.077608436,0.033080552,0.006284192,-0.762317068,53.99586321,2.337287156,8.202177743,6.182598934,543.828284,521.9900985,1151.013152,91919.15057,0.008274865,693.0651785
iesm85_coupled,2065,0.318714609,2.083894276,0.159910557,0.015408903,-0.485057548,53.89853405,2.227469098,8.319579935,6.238585334,542.5332968,522.423627,1151.105237,91908.97007,0.008023026,700.5392413
iesm85_coupled,2066,0.2951019,2.096436531,0.146870105,0.015263572,-0.007098709,53.46566698,2.258027234,8.469805514,6.29754048,542.1901254,522.7667356,1151.424224,91927.78894,0.008116049,708.4748747
iesm85_coupled,2067,0.280130755,2.107901714,0.13645819,0.013256838,-0.096568119,53.88926625,2.567895455,8.590194895,6.354751831,542.8806285,522.8641913,1151.973284,91921.40385,0.008195268,716.1732246
iesm85_coupled,2068,0.256789533,2.117552057,0.123371599,0.011982319,0.481154887,53.90403799,2.683162294,8.683875063,6.409775647,541.7348094,523.2123211,1151.278909,91932.34552,0.008314417,724.9577155
iesm85_coupled,2069,0.251129252,2.127238504,0.118751577,0.011329401,-1.822075249,55.25620466,2.566628931,8.758330758,6.463773681,543.6027023,522.8584179,1152.546669,91933.39964,0.008357377,732.6837313
iesm85_coupled,2070,0.182875794,2.142428842,0.063933274,0.011258665,0.578011388,53.85041891,2.521889856,8.799141176,6.518319717,543.2428739,522.97891,1153.321552,91931.36853,0.008235489,740.5179956
iesm85_coupled,2071,2.107579408,2.146316661,0.919647519,0.096644533,1.770880603,54.50859162,2.621761557,9.266067722,6.623940334,540.8288973,523.2731526,1151.701969,91958.64861,0.008412674,749.7025314
iesm85_coupled,2072,0.158159663,2.143246621,0.052549928,0.009848606,0.413328021,54.47821271,2.705056315,9.49630511,6.71066473,539.6345192,523.2901234,1150.851992,91945.46412,0.008457435,758.097124
iesm85_coupled,2073,0.155239495,2.149920379,0.048471041,0.008681521,-0.815899553,55.52472553,2.468032992,9.359684905,6.760481207,540.6603767,523.1650319,1151.105566,91934.76356,0.00845032,766.3861193
iesm85_coupled,2074,0.138920752,2.154947275,0.04091926,0.006874089,-1.451129668,55.52083884,2.358441798,9.249898099,6.808398326,542.9093604,522.9128734,1152.436165,91915.28491,0.008395547,774.0387019
iesm85_coupled,2075,0.160785553,2.164681528,0.065516773,0.009036674,-0.345411999,54.76048527,2.427931279,9.177015027,6.856084993,542.9014698,523.0645607,1152.900515,91923.2589,0.008256382,782.0962884
iesm85_coupled,2076,0.153168745,2.179814759,0.062316006,0.008722569,0.584282146,53.65450006,2.490761611,9.13842538,6.904647452,542.8616243,523.3070442,1153.262294,91954.13474,0.008300859,790.7449478
iesm85_coupled,2077,0.155192855,2.189336774,0.063147186,0.007778427,-1.215536897,55.48556525,2.486267236,9.117424645,6.95251426,543.056027,523.4817933,1153.312616,91986.80293,0.008586127,799.7419935
iesm85_coupled,2078,0.142832415,2.19420524,0.055091225,0.007513131,0.149773585,54.38808155,2.73490749,9.10182734,6.999558847,544.7677254,523.1391607,1154.623849,91967.91493,0.008545528,808.0125869
iesm85_coupled,2079,0.131637757,2.203605833,0.051509224,0.006247272,-0.384724586,55.78891216,2.584028943,9.090300847,7.045240378,543.3663316,523.5283421,1154.278768,91958.97885,0.008351922,816.8450139
iesm85_coupled,2080,0.154011662,2.212415275,0.054070463,0.009831343,-1.451942828,55.52009913,2.49614621,9.088954277,7.091315646,545.012228,523.5819381,1155.102966,91926.78637,0.008325302,824.9079052
iesm85_coupled,2081,2.355546065,2.217541581,1.020082589,0.107715359,3.240401236,54.56547624,2.829563844,9.604227161,7.196521343,541.8810647,523.642693,1154.109076,91971.71457,0.008550312,835.0979701
iesm85_coupled,2082,0.139067522,2.230593815,0.045746096,0.008590945,-2.440673399,57.21588767,2.372511985,9.862829847,7.280932591,542.489327,523.3662765,1153.510709,91940.04803,0.008812121,844.4612625
iesm85_coupled,2083,0.122022719,2.270395292,0.035560306,0.006156324,-2.407416416,57.28270156,2.112388905,9.726081981,7.327518522,546.7727453,522.5155306,1156.687313,91941.0106,0.008576287,852.0232165
iesm85_coupled,2084,0.113943563,2.338627748,0.029782296,0.005088077,1.683604712,53.9382445,2.313546719,9.651179155,7.379558168,547.5876508,522.6539184,1157.5607,91971.46521,0.008519012,861.0685206
iesm85_coupled,2085,0.344123767,2.375203835,0.171448623,0.013361234,0.820653125,55.90383159,2.469696778,9.694922731,7.441000305,544.7202838,523.3882923,1155.813458,91961.94389,0.008728329,871.0402412
iesm85_coupled,2086,0.348648954,2.393135074,0.171362397,0.012929526,-2.607177898,58.31673471,2.406988407,9.811792351,7.508230882,547.2967473,522.980322,1156.596972,91963.75393,0.008960242,879.9386198
iesm85_coupled,2087,0.339317332,2.411149194,0.164335408,0.012667316,-1.542054507,57.83876982,2.317513578,9.915558095,7.576233711,548.9942075,522.5732859,1158.805742,91920.6223,0.008586409,887.98739
iesm85_coupled,2088,0.31495585,2.428107605,0.15006756,0.011994102,-0.87347063,56.60021804,2.299449126,10.00205754,7.644534867,550.2016352,522.6312335,1160.296923,91946.55737,0.00855547,896.9467915
iesm85_coupled,2089,0.288525182,2.448722107,0.138861858,0.009978587,-0.006326735,56.47978551,2.29911653,10.07403622,7.711839602,549.8992925,522.9539206,1160.561838,91981.9951,0.008658692,906.5630868
iesm85_coupled,2090,0.538607501,2.471030731,0.117634243,0.015000161,0.651314504,55.93875051,2.742149437,10.1349984,7.781625486,549.262032,523.2393792,1160.303409,91973.35146,0.008615108,916.030978
iESM85_uncoupled,2006,0.113339026,1.010953065,0.057431421,0.003067946,-1.138805086,46.88125309,1.987290294,4.644839337,4.264252311,529.2736939,512.8547693,1125.393432,91885.11662,0.006918772,409.1320138
iESM85_uncoupled,2007,0.107721248,1.055317967,0.05504126,0.002792431,0.720315186,46.03117335,2.252887499,4.603411772,4.252513671,529.1267186,513.1291624,1126.001736,91880.72044,0.007111411,411.7001225
iESM85_uncoupled,2008,0.108975724,1.061942806,0.054754554,0.00300915,-1.665262685,48.16241551,1.902698026,4.590238368,4.241892111,529.1530679,513.4777257,1125.665677,91870.97948,0.006986629,414.2165043
iESM85_uncoupled,2009,0.107949454,1.071197509,0.054593355,0.002846382,-1.633124869,47.87331863,1.84650912,4.586050303,4.232284728,532.0727847,513.3132744,1128.063424,91863.70103,0.006964893,415.8760454
iESM85_uncoupled,2010,0.190098603,1.084590055,0.094995156,0.004652439,0.430960886,46.31234372,2.168659109,4.610578758,4.225093778,531.6816491,513.7809976,1128.576663,91868.70876,0.006993364,418.52213
iESM85_uncoupled,2011,0.188039073,1.097689169,0.094886569,0.004848906,-0.610759842,47.06576028,2.275327319,4.657737082,4.220894708,530.968235,514.2759187,1128.319543,91874.80193,0.007010524,421.2332162
iESM85_uncoupled,2012,0.186312855,1.112359644,0.093823277,0.004607243,-0.544073019,46.92732391,2.417922892,4.705048635,4.218859667,531.2640309,514.4402908,1129.172268,91878.12839,0.006969003,423.8343158
iESM85_uncoupled,2013,0.187240614,1.136314076,0.093831852,0.004986359,-0.515007239,47.44815864,2.099035988,4.756933419,4.21989819,531.1645155,514.7910225,1129.600424,91875.95663,0.007022073,426.548608
iESM85_uncoupled,2014,0.194000996,1.15330645,0.099568439,0.004810665,-0.831717052,47.40999251,2.242903608,4.817185046,4.223575022,532.1378594,514.893851,1130.397347,91908.50788,0.007042419,429.2413477
iESM85_uncoupled,2015,0.327013046,1.176518525,0.164494859,0.016987768,0.117432475,47.24949639,2.482511592,4.914369792,4.234804446,532.1927955,514.9436448,1130.885521,91917.49208,0.00730619,432.351426
iESM85_uncoupled,2016,0.307010961,1.192288403,0.152603675,0.016249331,0.029525218,47.73612089,2.343293817,5.029478136,4.253232706,531.6142346,514.9769692,1130.610757,91865.55212,0.007351221,435.6575632
iESM85_uncoupled,2017,0.280418384,1.207593574,0.136333515,0.015202937,-1.826030514,49.03770526,2.090515605,5.121375348,4.27199381,532.5848915,514.911838,1131.60388,91818.44175,0.007111805,438.0600249
iESM85_uncoupled,2018,0.25712603,1.233282838,0.123606754,0.013987196,0.39903438,47.3897151,1.937417339,5.198418269,4.290637303,533.4723391,515.0963818,1132.723382,91886.26197,0.007078267,441.1432559
iESM85_uncoupled,2019,0.246709449,1.244598722,0.1212634,0.012782627,-0.19726053,47.99101072,1.946216012,5.268939951,4.308746564,532.6317973,515.6618705,1132.148188,91911.61181,0.007151173,444.9196726
iESM85_uncoupled,2020,0.562114865,1.255707015,0.283636163,0.031183387,0.339905226,47.8097881,2.4401781,5.409174783,4.335786943,532.4189599,515.8053815,1132.680361,91880.28204,0.007180772,447.648785
iESM85_uncoupled,2021,0.543979347,1.286918771,0.270539056,0.03103028,-0.319568271,48.67074421,2.133539161,5.600612153,4.37444021,532.4870267,515.8920856,1132.492486,91888.82775,0.007382477,451.7045418
iESM85_uncoupled,2022,0.505552038,1.299011808,0.24984226,0.027594638,-0.863168428,49.14765693,2.001479663,5.754307752,4.413767135,532.4003749,515.996627,1133.078442,91826.49455,0.00719897,455.0329873
iESM85_uncoupled,2023,0.479076882,1.312826246,0.234789016,0.026049774,-0.822266548,48.90421778,1.934896614,5.87105806,4.450747288,533.2836296,516.2054989,1133.871741,91865.0683,0.007226244,458.4084634
iESM85_uncoupled,2024,0.433361415,1.327456498,0.214158978,0.02158912,2.257516012,46.76634669,2.47253771,5.960448337,4.484896111,531.3789454,516.6519758,1133.619135,91915.32581,0.007326742,462.433258
iESM85_uncoupled,2025,0.488730907,1.34030004,0.241028085,0.026753072,-0.589722615,49.20448629,2.371183064,6.04656525,4.519555278,529.4500953,517.220548,1131.719408,91905.42292,0.007336618,466.9999174
iESM85_uncoupled,2026,0.47658928,1.350757658,0.231113653,0.026464254,-1.798299817,49.62743246,2.072715613,6.131043735,4.557376152,531.6642239,516.8254431,1133.658025,91865.59433,0.007251051,470.1420557
iESM85_uncoupled,2027,0.424521336,1.365467727,0.206369434,0.023482069,1.874889379,47.70662356,2.103915095,6.191787226,4.594721284,530.612613,517.3320789,1133.748416,91899.4856,0.007268773,474.6260901
iESM85_uncoupled,2028,0.405626786,1.376959423,0.195059629,0.021190947,-0.150053077,48.74011079,2.234828608,6.235030995,4.630222363,530.0824697,517.7444643,1132.926797,91882.20954,0.007362722,479.0027375
iESM85_uncoupled,2029,0.339097655,1.38928182,0.157668841,0.016968871,0.230251296,48.42383604,2.353937811,6.256205601,4.663129388,529.6312487,517.9852701,1132.772116,91887.04469,0.007365493,483.412853
iESM85_uncoupled,2030,0.322794059,1.402076225,0.162580751,0.015820444,-0.580440396,49.60416372,2.217682492,6.268859423,4.694675233,530.1743566,517.9664533,1133.058685,91869.17035,0.007468718,487.7641742
iESM85_uncoupled,2031,0.312638668,1.411735633,0.155977317,0.015269172,-0.735752625,49.57537796,2.028223174,6.286455236,4.726225369,531.3986101,517.9263485,1133.982595,91891.34997,0.00733123,491.8449135
iESM85_uncoupled,2032,0.27861468,1.42588596,0.138618833,0.012846119,0.824451026,48.97281796,2.138165285,6.29905659,4.756815107,530.4918746,518.359204,1133.861566,91870.47645,0.007330055,496.6216002
iESM85_uncoupled,2033,0.258256153,1.441103981,0.127421334,0.011051235,-1.190710039,49.58571183,2.182952647,6.308598459,4.786205723,530.8807474,518.6176003,1134.006606,91903.15925,0.007273106,501.1381097
iESM85_uncoupled,2034,0.240976558,1.4581533,0.11883952,0.010071952,0.767507819,48.80231886,2.381478787,6.319849856,4.815370362,529.9040035,518.98956,1134.276726,91946.7212,0.007458612,506.0410405
iESM85_uncoupled,2035,0.422696367,1.468961372,0.21552377,0.021679165,-0.336369891,49.79991465,2.408221108,6.381814538,4.850390414,529.7475163,519.2082298,1134.061131,91900.46926,0.007495213,510.9323505
iESM85_uncoupled,2036,0.410141085,1.480030015,0.208480338,0.021111743,-1.027304548,50.61138735,2.101105162,6.478013809,4.890955879,530.1282461,519.2778154,1134.502122,91900.22503,0.007499981,515.9501605
iESM85_uncoupled,2037,0.368466876,1.495510898,0.182337285,0.018585278,-0.247530404,49.60316874,2.216427183,6.550625903,4.930116895,530.7130778,519.4081533,1135.401262,91899.47469,0.007431687,520.7918916
iESM85_uncoupled,2038,0.339322565,1.509705399,0.168319607,0.016379157,0.741867106,49.31267067,2.124861494,6.602965033,4.967017157,530.3339404,519.7375777,1135.46939,91904.13472,0.007573069,526.196254
iESM85_uncoupled,2039,0.322536334,1.522454161,0.158662208,0.014898531,0.219363771,49.93204057,2.160812472,6.645893412,5.002190032,530.0494492,520.0537925,1135.205444,91887.33024,0.007553982,531.6274887
iESM85_uncoupled,2040,0.350102698,1.535200172,0.17673308,0.018371093,0.267892021,50.31257481,2.290247453,6.694394352,5.03866286,528.9533088,520.44092,1134.557219,91910.61346,0.007557832,537.7228765
iESM85_uncoupled,2041,0.333052941,1.547771777,0.165537388,0.017326139,-1.744555822,51.50508626,2.06761218,6.745819305,5.076776025,530.5554572,520.373021,1135.521407,91879.89814,0.00750312,542.5175994
iESM85_uncoupled,2042,0.293740365,1.564786319,0.144116167,0.014379624,0.308075495,50.06459415,2.220291377,6.783931337,5.113330333,530.7471162,520.5682422,1136.268998,91881.87818,0.007548403,548.0638712
iESM85_uncoupled,2043,0.26086587,1.58088036,0.126880813,0.011561337,-1.112200925,51.72718652,2.266579797,6.811052624,5.147784502,530.8291716,520.8072731,1136.368793,91902.62446,0.007698239,553.8570811
iESM85_uncoupled,2044,0.254769149,1.595055854,0.120709675,0.011081374,-1.200212698,51.28153887,2.214043967,6.833928952,5.181433055,533.6985422,520.4531751,1138.162141,91909.16617,0.007716646,558.9240402
iESM85_uncoupled,2045,0.323171903,1.608171927,0.17021198,0.012571696,1.254649761,50.0350261,2.339313802,6.883815113,5.216412239,531.9890146,520.8981311,1138.127487,91919.56345,0.007623589,565.4193792
iESM85_uncoupled,2046,0.316108722,1.622269352,0.167215104,0.011977905,-0.778450862,50.78233026,2.275479018,6.953814941,5.25263259,531.9889495,521.2401616,1137.913481,91901.96149,0.007540699,571.5986834
iESM85_uncoupled,2047,0.290353238,1.639154144,0.151111555,0.011186657,-0.021551798,50.85519679,2.323383764,7.013308927,5.289165996,531.0988145,521.5409881,1138.112584,91924.01635,0.007681948,577.6351201
iESM85_uncoupled,2048,0.271762252,1.655670859,0.140434838,0.009525079,-0.392626353,51.56806063,2.252087439,7.061760741,5.325866148,531.523295,521.6425176,1138.184649,91909.60745,0.007925476,584.2950422
iESM85_uncoupled,2049,0.251835373,1.673840631,0.128261603,0.008204214,-2.02859812,52.44399996,2.115353104,7.103028019,5.362927584,534.0279502,521.2678006,1139.886051,91897.09019,0.007752914,589.774698
iESM85_uncoupled,2050,0.252400741,1.690048732,0.127365572,0.012326937,-0.642927456,51.82125377,1.945145978,7.142804792,5.403167313,535.3490291,521.3016653,1141.224737,91901.23019,0.007785246,596.0226505
iESM85_uncoupled,2051,0.241282735,1.720217943,0.122050836,0.011621372,0.532385733,50.84588812,2.147038766,7.190806027,5.446866768,534.5963681,521.7269374,1141.250923,91888.61269,0.007668984,602.9453361
