case,year,TREFHT_K,TS_K,PRECT_mmperyr,QREFHT_massfrac,RHREFHT_percent,LHFLX_Wperm2,SHFLX_Wperm2,FLNS_Wperm2,FLNT_Wperm2,FSNS_Wperm2,FSNT_Wperm2,FLDVG_Wperm2,FSDVG_Wperm2,RESTOM_Wperm2
iESM_coupled,2090,291.3036642,292.0212843,1182.849829,0.012427105,77.26513663,93.8429145,18.21137596,49.32511197,240.1644215,164.5710295,242.8157862,-190.8393096,78.24475671,2.65136464
iESM_uncoupled_ref,2006,287.3324751,288.1211336,1111.441399,0.010090329,77.94013876,88.20831303,18.36842397,54.22613426,236.256703,162.7183229,237.5211518,-182.0305687,74.80282892,1.264448829
iESM_uncoupled_ref,2007,287.4931065,288.2786067,1119.842967,0.010252219,78.08099831,88.83449415,18.44991933,53.73115041,236.7386977,162.5946009,237.4198322,-183.0075473,74.8252313,0.681134458
iESM_uncoupled_ref,2008,287.3191588,288.1085939,1113.02193,0.010108527,77.9799957,88.22982751,18.35270984,54.01254507,236.4386604,162.3462043,237.1430651,-182.4261153,74.79686078,0.704404736
iESM_uncoupled_ref,2009,287.3527462,288.1401773,1111.355827,0.010094241,77.91881155,88.16592279,18.30363458,54.19183992,236.1167022,162.8260176,237.5829202,-181.9248623,74.75690258,1.466218035
iESM_uncoupled_ref,2010,287.3444547,288.133229,1111.451822,0.010150692,77.9461046,88.2195969,18.48400599,53.98239585,236.2081461,162.7906309,237.6166985,-182.2257503,74.82606757,1.408552319
iESM_uncoupled_ref,2011,287.476041,288.2557521,1113.870114,0.010181935,77.94631428,88.34302017,18.41651395,53.80235096,236.4531229,162.2400827,237.2868718,-182.6507719,75.04678906,0.833748929
iESM_uncoupled_ref,2012,287.4712158,288.2580925,1108.591426,0.01016692,77.83372522,87.90556754,18.52263711,54.12993029,236.3739409,162.9880896,237.9147559,-182.2440106,74.92666627,1.540815016
iESM_uncoupled_ref,2013,287.5282237,288.3137864,1111.675357,0.010190947,77.83483155,88.21428458,18.40405818,53.96513966,236.373485,162.7940706,237.8687863,-182.4083454,75.07471564,1.495301207
iESM_uncoupled_ref,2014,287.5618009,288.3511293,1115.792779,0.010267827,77.96111289,88.55078908,18.52446416,53.82773162,236.6108461,163.1114736,238.1336348,-182.7831145,75.0221612,1.522788714
iESM_uncoupled_ref,2015,287.8338846,288.6196176,1130.244667,0.01045323,78.16448574,89.68840901,18.34953609,53.17368939,237.1036241,162.8175494,238.0924269,-183.9299347,75.27487748,0.988802809
iESM_uncoupled_ref,2016,287.7814809,288.5517551,1131.54796,0.010441066,78.21390273,89.68453543,18.18710904,52.96175409,237.1885755,162.267547,237.5304174,-184.2268214,75.26287046,0.341841909
iESM_uncoupled_ref,2017,287.4815252,288.254192,1116.173632,0.010194988,78.14781048,88.50769424,18.09213969,53.77282924,236.1483746,162.9593915,237.8081359,-182.3755454,74.84874436,1.659761293
iESM_uncoupled_ref,2018,287.613688,288.3967966,1114.878405,0.010224246,77.96099779,88.45556426,18.30747186,53.94895295,236.2692957,163.3450702,238.2183312,-182.3203428,74.87326098,1.949035467
iESM_uncoupled_ref,2019,287.6747939,288.4571575,1119.927375,0.010334879,78.00574033,88.91479167,18.34484569,53.67520376,236.5303783,163.0215715,238.0054978,-182.8551745,74.98392631,1.475119542
iESM_uncoupled_ref,2020,287.8592067,288.6402281,1123.998444,0.010430039,77.851009,89.17299094,18.45861827,53.51079226,237.202551,162.8791759,238.1700142,-183.6917588,75.2908383,0.967463158
iESM_uncoupled_ref,2021,287.9024146,288.6851879,1131.490432,0.010514288,78.0760309,89.73520597,18.27680221,52.90615525,237.1520123,162.3326535,237.6656504,-184.2458571,75.33299687,0.513638039
iESM_uncoupled_ref,2022,287.6509808,288.4211377,1121.121097,0.01031069,78.08834032,88.88287932,18.12040308,53.29070361,236.3453558,162.4173293,237.5709046,-183.0546522,75.15357532,1.225548827
iESM_uncoupled_ref,2023,287.7343198,288.5070116,1120.299463,0.010375068,78.12255458,88.91077762,18.10228628,53.35651237,236.3308928,163.0905133,238.3446574,-182.9743805,75.25414408,2.013764549
iESM_uncoupled_ref,2024,288.0785986,288.865223,1129.769339,0.010528209,78.00988407,89.63674052,18.53659988,53.03819203,237.2925019,162.9826138,238.4007713,-184.2543099,75.4181575,1.10826937
iESM_uncoupled_ref,2025,288.0666598,288.8526479,1129.004939,0.010544432,77.94536525,89.53749956,18.27671771,53.00594001,237.063833,162.8437509,238.2947091,-184.057893,75.45095824,1.23087607
iESM_uncoupled_ref,2026,288.0000142,288.7767085,1124.355733,0.010483533,77.91878156,89.19338739,18.1945144,53.26223785,236.9249204,163.2402191,238.6917716,-183.6626825,75.45155244,1.766851182
iESM_uncoupled_ref,2027,288.0590626,288.8326785,1127.39994,0.010530842,77.9163458,89.42590038,18.3080865,53.21788202,237.2525954,163.0701787,238.5845213,-184.0347134,75.51434261,1.331925876
iESM_uncoupled_ref,2028,288.170407,288.9443491,1130.580946,0.010596098,77.89524424,89.68581474,18.36600171,53.03428403,237.3400249,162.878632,238.3987098,-184.3057409,75.52007776,1.058684864
iESM_uncoupled_ref,2029,288.2420214,289.0237807,1128.045896,0.010624595,77.88344212,89.52969812,18.33705238,53.05358609,237.3312104,163.1860439,238.9048671,-184.2776243,75.71882314,1.573656699
iESM_uncoupled_ref,2030,288.2780929,289.0369751,1136.58742,0.010704806,77.98362234,90.10996337,18.05735343,52.56882011,237.5172158,162.5589577,238.3403664,-184.9483956,75.78140868,0.823150659
iESM_uncoupled_ref,2031,288.2153328,288.9864383,1126.097488,0.010590115,77.82312685,89.3070937,18.28192501,52.97763955,236.9692003,163.102293,238.7072174,-183.9915607,75.6049244,1.738017143
iESM_uncoupled_ref,2032,288.1534026,288.923431,1126.96174,0.010582951,77.88070109,89.41184142,18.20993644,53.04035017,236.9718752,163.1242014,238.716758,-183.9315251,75.59255666,1.7448828
