case,year,SFCO2_PgCperyr,SFCO2_FFF_PgCperyr,SFCO2_LND_PgCperyr,SFCO2_OCN_PgCperyr,TMCO2_PgC_avg,TMCO2_FFF_PgC_avg,TMCO2_LND_PgC_avg,TMCO2_OCN_PgC_avg,BURDENBC_PgC_avg,co2vmr_ppmv_avg,ch4vmr_ppmv_avg,co2vmr_PgC_avg,ch4vmr_PgC_avg,TMCO2_ppmv_avg
iESM85_uncoupled,2047,12.99669504,17.02679261,-0.021563407,-4.008534164,1188.220976,1400.742961,643.0873999,342.80005,7.06E-05,526.8383061,2.651452194,1124.372966,5.658702365,556.7550494
iESM85_uncoupled,2048,12.6597957,17.29874044,-0.392837988,-4.246106746,1201.447512,1417.905933,643.3376573,338.6133568,6.82E-05,532.3311489,2.687146466,1136.095736,5.734880718,562.9524999
iESM85_uncoupled,2049,11.57868925,17.57068826,-2.029691564,-3.962307453,1212.978402,1435.340853,641.5774153,334.469569,6.73E-05,537.9453241,2.723315528,1148.077451,5.812072362,568.3554354
iESM85_uncoupled,2050,13.35835832,17.84138833,-0.643273999,-3.839756003,1225.663175,1453.047701,640.3785164,330.6463925,6.44E-05,543.6733985,2.759897521,1160.30225,5.890145281,574.2990363
iESM85_uncoupled,2051,14.43565342,18.01987855,0.532672698,-4.116897821,1239.612468,1470.978897,640.4182757,326.6247292,6.58E-05,549.5125771,2.796515229,1172.764165,5.968294421,580.835143
iESM85_uncoupled,2052,14.48433157,18.19748738,0.338510667,-4.051666493,1253.834343,1489.087714,640.615132,322.5409316,6.61E-05,555.4622802,2.832541862,1185.461961,6.045182096,587.4989715
iESM85_uncoupled,2053,13.53420222,18.37509623,-0.776339566,-4.064554454,1267.944422,1507.374139,640.5265979,318.4531194,6.66E-05,561.5170728,2.867665742,1198.384038,6.120143125,594.1104167
iESM85_uncoupled,2054,14.25299618,18.55270508,-0.051365863,-4.248343025,1281.710949,1525.838174,639.9246548,314.3575549,6.64E-05,567.6735754,2.901847911,1211.523184,6.193094362,600.5608862
iESM85_uncoupled,2055,14.77323,18.7304107,0.283257733,-4.240438448,1296.203735,1544.479818,640.0243487,310.1090027,6.58E-05,573.9438814,2.935155816,1224.905207,6.264179756,607.3516533
iESM85_uncoupled,2056,13.02538241,18.91526673,-1.612838536,-4.277045784,1310.169976,1563.302763,639.4809477,305.7957004,6.38E-05,580.3435008,2.967719107,1238.56321,6.333676,613.8957016
iESM85_uncoupled,2057,14.64981632,19.10019113,-0.367481651,-4.082893154,1324.313947,1582.310631,638.7795161,301.633235,6.45E-05,586.8802919,2.999651532,1252.513963,6.401825857,620.5230272
iESM85_uncoupled,2058,15.04142513,19.28511553,-0.135343365,-4.10834704,1338.630819,1601.503424,638.0215601,297.5152705,6.57E-05,593.5570773,3.031063493,1266.763491,6.468864947,627.2313676
iESM85_uncoupled,2059,16.60260768,19.47003994,1.504157995,-4.37159025,1354.950811,1620.881141,639.1603504,293.3187551,6.68E-05,600.3701387,3.062031059,1281.303857,6.534955612,634.8782936
iESM85_uncoupled,2060,13.47101202,19.65584497,-1.766680003,-4.418152932,1369.756763,1640.443795,638.8047607,288.9176411,6.33E-05,607.3101986,3.092570677,1296.115263,6.600132954,641.815798
iESM85_uncoupled,2061,15.8554012,19.90670851,0.200214765,-4.251522068,1384.300492,1660.224959,637.8830177,284.6019495,6.24E-05,614.3564867,3.122374344,1311.153379,6.663739639,648.630435
iESM85_uncoupled,2062,14.73850955,20.15819437,-1.452956427,-3.96672838,1399.665022,1680.257601,637.3102826,280.5065731,6.23E-05,621.4829844,3.150911109,1326.362678,6.724642511,655.8296681
iESM85_uncoupled,2063,18.00401923,20.40968019,1.983054886,-4.38871584,1415.953557,1700.541729,637.4931823,276.328081,6.59E-05,628.6807153,3.178004995,1341.724002,6.782466009,663.4618548
iESM85_uncoupled,2064,16.04973624,20.66116604,-0.247273818,-4.364155978,1433.24621,1721.077342,638.6688632,271.9094394,6.35E-05,635.946846,3.203682519,1357.231305,6.837266719,671.5645326
iESM85_uncoupled,2065,17.14147486,20.91100125,0.658434291,-4.427960682,1449.316179,1741.864416,638.2944652,267.5667329,6.29E-05,643.2786226,3.22793121,1372.878708,6.889018029,679.0943075
iESM85_uncoupled,2066,16.44315481,21.03887988,-0.175370818,-4.420354242,1466.53757,1762.84002,639.0316321,263.0753529,6.21E-05,650.6860682,3.250856797,1388.687603,6.937945585,687.1635947
iESM85_uncoupled,2067,16.00011563,21.16558814,-0.832939019,-4.332533509,1482.491871,1783.942348,638.244945,258.714012,6.08E-05,658.1863614,3.272634725,1404.694653,6.984423818,694.6391716
iESM85_uncoupled,2068,16.97089243,21.2923062,0.048801126,-4.370214885,1499.079151,1805.17139,637.8717122,254.4454832,6.13E-05,665.7942398,3.293420776,1420.93131,7.028785198,702.4113389
iESM85_uncoupled,2069,18.48133684,21.41901915,1.568839255,-4.506521561,1517.066969,1826.527148,638.9678575,249.9813984,6.43E-05,673.5153231,3.313363693,1437.409567,7.071347167,710.8397446
iESM85_uncoupled,2070,14.28888397,21.5456546,-2.818623471,-4.438147171,1533.411727,1848.009617,638.4206263,245.3909189,6.01E-05,681.3444179,3.332571626,1454.118342,7.112340544,718.4982753
iESM85_uncoupled,2071,16.19126922,21.66655791,-1.354503129,-4.120785548,1548.318812,1869.61584,635.940612,241.1717942,5.91E-05,689.2595509,3.351148104,1471.010739,7.151986275,725.4831666
iESM85_uncoupled,2072,18.42615396,21.78740648,0.832951042,-4.19420355,1565.709797,1891.342913,635.6355154,237.1408031,5.98E-05,697.2313466,3.369222674,1488.024064,7.19056084,733.6319192
iESM85_uncoupled,2073,19.1109468,21.90825505,1.789068428,-4.586376688,1584.563708,1913.190834,637.0980559,232.6842532,6.16E-05,705.2480336,3.386865839,1505.133196,7.228214702,742.4661434
iESM85_uncoupled,2074,15.67518958,22.02910364,-1.805177986,-4.548736078,1602.538834,1935.159604,637.7561047,228.0325606,5.84E-05,713.3106419,3.404097596,1522.340333,7.264990543,750.8886021
iESM85_uncoupled,2075,15.21071005,22.15128133,-2.775989819,-4.164581462,1616.892802,1957.249243,634.3263207,223.7266731,6.03E-05,721.4143699,3.420861016,1539.635227,7.300766865,757.6143241
iESM85_uncoupled,2076,21.32059788,22.37165581,3.318503677,-4.369561609,1635.766097,1979.510422,635.1329048,219.5322048,6.23E-05,729.5620308,3.437063104,1557.023882,7.335345196,766.4576306
iESM85_uncoupled,2077,18.37056036,22.59297239,0.194710436,-4.417122455,1655.66364,2001.992903,636.9804443,215.0997284,6.07E-05,737.7578128,3.452743967,1574.515237,7.368811134,775.7808608
iESM85_uncoupled,2078,16.96347213,22.81429791,-1.455044273,-4.395781505,1672.849014,2024.696705,635.9433277,210.6184161,5.88E-05,746.0095036,3.468026822,1592.125912,7.401427649,783.8332718
iESM85_uncoupled,2079,18.65674162,23.03561613,-0.024271456,-4.354603054,1690.629622,2047.62183,635.0783492,206.3388784,5.98E-05,754.3428478,3.483019063,1609.91085,7.433423937,792.164587
iESM85_uncoupled,2080,17.58502439,23.25496941,-1.265088277,-4.404856736,1709.239754,2070.768242,634.9406613,201.9402855,6.03E-05,762.7662973,3.497821823,1627.888091,7.465015837,800.8845851
iESM85_uncoupled,2081,18.39698281,23.32908834,-0.513379035,-4.418726499,1726.9412,2094.061001,633.8079943,197.4816391,6.07E-05,771.2651831,3.512577246,1646.026327,7.496506711,809.1788077
iESM85_uncoupled,2082,17.44216726,23.40181876,-1.517913254,-4.441738239,1745.540406,2117.426509,633.432974,193.0903584,5.69E-05,779.8205817,3.527423117,1664.285172,7.528190618,817.8936868
iESM85_uncoupled,2083,17.54730824,23.47454899,-1.544665055,-4.382575706,1762.277237,2140.864746,631.1375439,188.6843823,5.91E-05,788.4178145,3.542383457,1682.633299,7.560118824,825.7359279
iESM85_uncoupled,2084,20.80123803,23.54728027,1.540419904,-4.286462128,1781.762849,2164.375714,631.4232349,184.3733341,5.82E-05,797.0531231,3.557425757,1701.062687,7.592221948,834.8661424
iESM85_uncoupled,2085,18.55724357,23.62212209,-0.610516666,-4.45436185,1801.469673,2187.959447,631.9311467,179.9885149,6.12E-05,805.7293483,3.572529386,1719.579398,7.62445596,844.1000091
iESM85_uncoupled,2086,19.15364263,23.85293702,-0.266414673,-4.432879736,1820.399309,2211.696426,631.6126159,175.499702,5.84E-05,814.4314921,3.587594781,1738.151425,7.656608374,852.9697146
iESM85_uncoupled,2087,18.75020605,24.08524335,-0.919030409,-4.416006885,1839.324451,2235.665692,630.8987784,171.1694158,5.64E-05,823.1538949,3.602486467,1756.766689,7.688390058,861.837315
iESM85_uncoupled,2088,19.26315189,24.31754982,-0.630241208,-4.424156735,1857.876092,2259.867265,629.7855078,166.6327546,5.57E-05,831.9234588,3.617213219,1775.482603,7.719819743,870.5299067
iESM85_uncoupled,2089,20.57413552,24.54985175,0.430491136,-4.406207358,1877.786169,2284.301142,629.6776359,162.2168261,5.80E-05,840.7493043,3.63187607,1794.318633,7.751113051,879.8590096
iESM85_uncoupled,2090,21.02650281,24.7896906,0.628206743,-4.391394539,1898.918692,2308.967439,630.4537915,157.9068961,5.96E-05,849.6370071,3.646564813,1813.286678,7.782461618,889.7609043
